,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.855 / 2.145 / 99 / 99,3.339 / 3.750 / 99 / 99,21.090 / 926.882 / 98 / 99,2.434 / 2.996 / 99 / 99
1,1-1,0.812 / 1.000 / 99 / 99,0.869 / 1.775 / 99 / 99,0.816 / 2.388 / 99 / 99,0.807 / 1.478 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.917 / 3.344 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.213 / 1.530 / 99 / 99,2.498 / 2.864 / 99 / 99,1.138 / 1.242 / 99 / 99
5,1-5,1.620 / 2.025 / 99 / 99,1.418 / 1.515 / 99 / 99,2.219 / 2.390 / 99 / 99,1.443 / 1.515 / 99 / 99
6,2-0,2.111 / 3.047 / 59 / 59,1.431 / 1.793 / 44 / 44,1.548 / 1.853 / 51 / 51,1.456 / 1.793 / 26 / 26
7,2-1,1.384 / 2.116 / 45 / 45,1.806 / 2.248 / 27 / 27,1.608 / 2.317 / 38 / 38,1.850 / 2.180 / 38 / 38
8,2-2,1.769 / 2.245 / 63 / 63,1.741 / 2.550 / 36 / 36,1.895 / 2.740 / 40 / 40,2.027 / 2.676 / 68 / 68
9,2-3,1.635 / 1.978 / 40 / 40,0.996 / 1.326 / 67 / 67,0.993 / 1.326 / 55 / 55,0.911 / 1.326 / 61 / 61
10,2-4,1.210 / 1.838 / 49 / 49,1.266 / 2.085 / 45 / 45,2.261 / 3.248 / 84 / 84,1.343 / 2.452 / 42 / 42
11,2-5,1.543 / 2.183 / 42 / 42,1.428 / 1.827 / 44 / 44,2.735 / 3.160 / 47 / 47,1.394 / 1.840 / 63 / 63
12,2-6,1.123 / 1.269 / 45 / 45,1.686 / 1.986 / 59 / 59,1.822 / 2.062 / 39 / 39,1.236 / 1.515 / 53 / 53
13,2-7,1.551 / 1.897 / 35 / 35,1.214 / 1.830 / 39 / 39,2.374 / 2.977 / 66 / 66,1.208 / 1.597 / 41 / 41
14,2-8,1.885 / 2.281 / 58 / 58,1.688 / 2.398 / 44 / 44,3.447 / 3.949 / 41 / 41,2.153 / 2.646 / 45 / 45
15,2-9,1.605 / 2.159 / 64 / 64,3.268 / 3.977 / 72 / 72,3.026 / 3.683 / 60 / 60,2.934 / 3.527 / 38 / 38
16,2-10,1.322 / 1.656 / 84 / 84,1.242 / 1.656 / 33 / 33,1.454 / 2.069 / 42 / 42,1.231 / 1.309 / 44 / 44
17,2-11,1.657 / 2.339 / 56 / 56,31.354 / 527.161 / 55 / 55,239.268 / 527.108 / 42 / 45,1.942 / 3.193 / 35 / 35
18,2-12,1.081 / 1.335 / 73 / 73,2.036 / 3.143 / 70 / 70,2.114 / 2.733 / 61 / 61,2.377 / 2.733 / 31 / 31
19,2-13,1.638 / 1.951 / 49 / 49,1.818 / 2.392 / 41 / 41,2.157 / 2.833 / 44 / 44,1.927 / 2.541 / 73 / 73
20,2-14,1.413 / 1.551 / 51 / 51,1.269 / 1.625 / 53 / 53,1.261 / 1.551 / 61 / 61,1.444 / 1.694 / 39 / 39
21,2-15,0.969 / 1.398 / 68 / 68,1.170 / 1.438 / 45 / 45,1.175 / 1.432 / 67 / 67,1.207 / 1.594 / 50 / 50
22,2-16,2.127 / 2.565 / 31 / 31,1.185 / 2.516 / 68 / 68,1.729 / 2.014 / 44 / 44,2.379 / 2.594 / 60 / 60
23,2-17,2.705 / 2.940 / 42 / 42,2.422 / 2.769 / 55 / 55,2.255 / 2.769 / 30 / 30,2.416 / 2.996 / 49 / 49
24,2-18,1.346 / 1.959 / 33 / 33,1.352 / 2.259 / 54 / 54,1.958 / 2.840 / 39 / 39,1.039 / 1.336 / 23 / 23
25,2-19,2.257 / 2.622 / 65 / 65,2.990 / 3.350 / 46 / 46,3.008 / 3.350 / 45 / 45,3.028 / 3.284 / 48 / 48
26,2-20,1.063 / 1.063 / 58 / 58,0.889 / 0.889 / 59 / 59,0.889 / 0.889 / 62 / 62,0.889 / 0.889 / 68 / 68
27,2-21,2.619 / 2.966 / 44 / 44,2.840 / 3.137 / 45 / 45,2.990 / 3.402 / 53 / 53,3.019 / 3.478 / 73 / 73
28,2-22,2.508 / 3.053 / 60 / 60,2.984 / 3.332 / 50 / 50,3.009 / 3.550 / 27 / 27,3.069 / 3.458 / 72 / 72
29,2-23,0.792 / 1.026 / 48 / 48,0.722 / 1.026 / 38 / 38,0.764 / 1.026 / 49 / 49,0.870 / 1.026 / 39 / 39
