,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.460 / 1.957 / 99 / 99,1.235 / 1.425 / 99 / 99,1.302 / 1.843 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.300 / 1.777 / 99 / 99,1.574 / 1.801 / 99 / 99,1.735 / 2.439 / 99 / 99,1.223 / 1.877 / 99 / 99
2,1-2,1.135 / 1.538 / 99 / 99,1.395 / 1.982 / 99 / 99,1.582 / 2.136 / 99 / 99,1.298 / 1.584 / 99 / 99
3,1-3,2.400 / 2.989 / 99 / 99,2.603 / 2.989 / 99 / 99,98.881 / 555.017 / 86 / 99,2.578 / 2.989 / 99 / 99
4,1-4,1.579 / 2.325 / 99 / 99,1.951 / 2.503 / 99 / 99,1.764 / 2.324 / 99 / 99,2.025 / 2.667 / 99 / 99
5,1-5,1.512 / 1.931 / 99 / 99,2.558 / 2.646 / 99 / 99,2.294 / 3.150 / 99 / 99,1.560 / 1.931 / 99 / 99
6,2-0,0.898 / 1.205 / 42 / 42,0.989 / 1.175 / 55 / 55,1.509 / 2.142 / 31 / 31,0.918 / 1.175 / 42 / 42
7,2-1,1.879 / 2.302 / 26 / 26,2.204 / 2.332 / 45 / 45,1.312 / 1.816 / 46 / 46,2.066 / 2.312 / 63 / 63
8,2-2,1.683 / 2.218 / 40 / 41,1.433 / 1.683 / 55 / 55,1.460 / 1.860 / 62 / 62,1.593 / 1.814 / 40 / 40
9,2-3,1.023 / 1.772 / 38 / 38,0.957 / 1.436 / 43 / 43,1.441 / 1.726 / 31 / 31,0.895 / 0.895 / 49 / 49
10,2-4,2.712 / 3.131 / 50 / 50,2.540 / 3.077 / 40 / 40,2.592 / 3.374 / 48 / 48,2.885 / 3.675 / 26 / 26
11,2-5,2.254 / 3.014 / 47 / 47,3.004 / 3.921 / 70 / 70,1.120 / 1.489 / 35 / 35,1.859 / 2.515 / 28 / 28
12,2-6,1.251 / 1.954 / 28 / 28,1.181 / 1.295 / 78 / 78,1.445 / 1.625 / 60 / 60,1.196 / 1.478 / 56 / 56
13,2-7,1.136 / 1.241 / 32 / 32,1.107 / 1.493 / 47 / 47,1.321 / 1.863 / 63 / 63,1.319 / 1.519 / 60 / 60
14,2-8,0.929 / 0.929 / 30 / 30,1.103 / 1.197 / 37 / 37,0.951 / 1.191 / 49 / 49,0.929 / 0.929 / 49 / 49
15,2-9,1.093 / 1.589 / 44 / 44,1.572 / 1.751 / 43 / 43,1.169 / 1.872 / 31 / 31,1.279 / 1.945 / 35 / 35
16,2-10,1.638 / 2.364 / 65 / 65,1.269 / 1.641 / 25 / 25,1.649 / 2.439 / 60 / 60,1.432 / 2.193 / 56 / 56
17,2-11,1.029 / 1.103 / 34 / 34,1.297 / 1.748 / 49 / 49,1.301 / 1.755 / 37 / 37,1.035 / 1.173 / 63 / 63
18,2-12,1.722 / 2.153 / 61 / 61,1.105 / 1.466 / 56 / 56,1.740 / 2.138 / 40 / 40,1.738 / 2.153 / 63 / 63
19,2-13,2.963 / 3.509 / 35 / 35,2.797 / 3.031 / 24 / 24,3.075 / 3.384 / 49 / 49,2.959 / 3.286 / 21 / 21
20,2-14,1.520 / 1.922 / 52 / 52,1.743 / 2.261 / 58 / 58,1.846 / 2.261 / 67 / 67,1.602 / 2.027 / 40 / 40
21,2-15,2.046 / 2.502 / 49 / 49,2.084 / 2.805 / 41 / 41,2.176 / 2.747 / 25 / 25,1.898 / 3.089 / 52 / 52
22,2-16,1.402 / 1.782 / 62 / 62,1.562 / 1.656 / 19 / 19,1.492 / 1.656 / 54 / 54,1.541 / 1.656 / 52 / 52
23,2-17,1.319 / 2.102 / 55 / 55,1.460 / 2.102 / 35 / 35,2.190 / 3.054 / 51 / 51,1.425 / 2.081 / 47 / 47
24,2-18,1.132 / 1.709 / 43 / 43,1.013 / 1.467 / 47 / 47,0.996 / 1.239 / 36 / 36,1.143 / 1.468 / 22 / 22
25,2-19,1.306 / 1.428 / 67 / 67,1.019 / 1.019 / 54 / 54,1.413 / 1.770 / 44 / 44,1.741 / 2.239 / 42 / 42
26,2-20,1.058 / 1.935 / 64 / 64,1.478 / 1.917 / 31 / 31,1.313 / 1.665 / 69 / 69,1.392 / 2.281 / 73 / 73
27,2-21,1.602 / 1.892 / 38 / 38,1.720 / 1.892 / 68 / 68,0.973 / 1.418 / 48 / 48,1.686 / 2.167 / 44 / 44
28,2-22,0.923 / 1.051 / 5 / 5,1.121 / 1.509 / 62 / 62,0.994 / 1.184 / 68 / 68,1.038 / 1.508 / 49 / 49
29,2-23,1.053 / 1.223 / 32 / 32,0.612 / 0.612 / 66 / 66,1.011 / 1.199 / 49 / 49,1.048 / 1.048 / 57 / 57
