,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.171 / 1.394 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.266 / 1.394 / 99 / 99
1,1-1,1.634 / 2.689 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.607 / 2.547 / 99 / 99
2,1-2,1.937 / 2.825 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.147 / 3.114 / 99 / 99
3,1-3,2.552 / 3.552 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.802 / 3.912 / 99 / 99
4,1-4,1.321 / 1.949 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.278 / 1.830 / 99 / 99
5,1-5,1.309 / 1.686 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.309 / 1.694 / 99 / 99
6,2-0,1.525 / 1.993 / 32 / 32,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 57,1.528 / 2.133 / 47 / 47
7,2-1,2.178 / 2.523 / 25 / 25,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 65,2.187 / 2.652 / 23 / 23
8,2-2,1.719 / 2.907 / 46 / 46,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 49,1.845 / 2.818 / 55 / 55
9,2-3,1.104 / 1.759 / 26 / 26,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 40,1.346 / 1.998 / 45 / 45
10,2-4,0.890 / 0.917 / 47 / 47,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 58,0.889 / 0.889 / 40 / 40
11,2-5,1.066 / 1.066 / 43 / 43,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 68,1.071 / 1.130 / 67 / 67
12,2-6,0.996 / 1.304 / 40 / 40,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 34,1.010 / 1.304 / 60 / 60
13,2-7,1.723 / 2.339 / 34 / 34,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 64,1.722 / 2.339 / 56 / 56
14,2-8,1.083 / 1.560 / 52 / 52,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 39,0.970 / 1.560 / 37 / 37
15,2-9,2.480 / 2.738 / 44 / 44,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 74,2.464 / 2.814 / 41 / 41
16,2-10,1.421 / 1.995 / 39 / 39,-1.000 / -1.000 / 0 / 75,-1.000 / -1.000 / 0 / 60,1.405 / 1.679 / 37 / 37
17,2-11,1.496 / 1.848 / 59 / 59,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 47,1.447 / 1.848 / 69 / 69
18,2-12,1.510 / 1.784 / 22 / 22,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 51,1.419 / 1.966 / 35 / 35
19,2-13,2.958 / 3.569 / 62 / 62,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 27,2.863 / 3.481 / 66 / 66
20,2-14,1.051 / 1.626 / 48 / 48,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 52,1.079 / 1.715 / 42 / 42
21,2-15,2.054 / 2.207 / 50 / 50,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 59,2.092 / 2.464 / 47 / 47
22,2-16,1.512 / 2.053 / 13 / 13,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 50,1.614 / 2.782 / 49 / 49
23,2-17,1.744 / 2.081 / 57 / 57,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 28,1.796 / 2.311 / 57 / 57
24,2-18,1.886 / 2.429 / 73 / 73,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 43,1.678 / 2.293 / 54 / 54
25,2-19,1.540 / 2.413 / 16 / 16,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 59,1.986 / 3.147 / 53 / 53
26,2-20,1.952 / 2.832 / 57 / 57,-1.000 / -1.000 / 0 / 85,-1.000 / -1.000 / 0 / 26,2.120 / 2.925 / 55 / 55
27,2-21,1.538 / 2.326 / 37 / 37,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 64,1.713 / 2.120 / 47 / 47
28,2-22,1.461 / 1.752 / 65 / 65,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 53,1.522 / 1.752 / 42 / 42
29,2-23,3.081 / 3.822 / 55 / 55,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 63,3.266 / 3.924 / 46 / 46
