,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.205 / 1.784 / 99 / 99,1.246 / 1.784 / 99 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.635 / 2.062 / 99 / 99,1.647 / 2.106 / 99 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.087 / 2.724 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.411 / 2.722 / 99 / 99,1.296 / 1.690 / 99 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.605 / 2.758 / 99 / 99,1.988 / 3.022 / 99 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.991 / 2.468 / 99 / 99,2.899 / 3.945 / 98 / 99
6,2-0,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 48,0.900 / 1.256 / 52 / 52,1.756 / 3.351 / 69 / 69
7,2-1,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 36,1.734 / 2.317 / 41 / 41,1.685 / 2.265 / 55 / 55
8,2-2,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 34,1.287 / 1.340 / 41 / 41,2.820 / 3.004 / 58 / 58
9,2-3,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 68,1.780 / 2.232 / 49 / 49,1.708 / 1.971 / 22 / 22
10,2-4,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 79,1.231 / 1.231 / 36 / 36,1.253 / 2.203 / 44 / 44
11,2-5,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 60,1.049 / 1.305 / 44 / 44,0.930 / 0.930 / 31 / 31
12,2-6,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 43,1.220 / 1.315 / 41 / 41,1.131 / 1.673 / 73 / 73
13,2-7,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 39,1.502 / 1.682 / 55 / 55,1.422 / 1.682 / 48 / 48
14,2-8,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 57,2.097 / 2.764 / 58 / 58,1.001 / 1.120 / 70 / 70
15,2-9,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 43,1.178 / 1.420 / 51 / 51,2.955 / 3.671 / 48 / 48
16,2-10,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 12,2.496 / 2.961 / 49 / 49,2.676 / 3.223 / 63 / 63
17,2-11,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 21,0.923 / 1.280 / 57 / 57,0.958 / 1.286 / 51 / 51
18,2-12,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 32,2.679 / 3.413 / 52 / 52,4.070 / 4.666 / 35 / 35
19,2-13,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 51,0.948 / 1.509 / 40 / 40,0.941 / 1.499 / 26 / 26
20,2-14,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 69,2.387 / 2.835 / 47 / 47,2.295 / 3.081 / 39 / 39
21,2-15,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 64,2.020 / 2.571 / 48 / 48,2.148 / 3.403 / 53 / 53
22,2-16,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 60,2.370 / 2.914 / 56 / 56,2.536 / 3.024 / 43 / 43
23,2-17,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 51,0.919 / 0.919 / 18 / 18,0.919 / 0.919 / 62 / 62
24,2-18,-1.000 / -1.000 / 0 / 73,-1.000 / -1.000 / 0 / 8,1.154 / 1.420 / 45 / 45,2.923 / 3.184 / 35 / 35
25,2-19,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 48,2.221 / 2.947 / 45 / 45,1.362 / 1.544 / 56 / 56
26,2-20,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 47,1.822 / 2.325 / 57 / 57,2.001 / 2.845 / 69 / 69
27,2-21,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 38,0.896 / 0.896 / 9 / 9,1.083 / 2.021 / 58 / 58
28,2-22,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 64,1.319 / 1.880 / 55 / 55,1.371 / 2.007 / 48 / 48
29,2-23,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 23,1.315 / 1.930 / 60 / 60,1.259 / 1.668 / 28 / 28
