,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.580 / 1.592 /  9,1.228 / 1.679 /  9,1.000 / 1.000 /  9,1.123 / 1.123 /  9
1,1-1,1.357 / 1.443 /  9,1.460 / 1.460 /  9,1.888 / 1.968 /  9,1.346 / 1.346 /  9,1.346 / 1.346 /  9
2,2-0,1.216 / 1.216 /  9,1.216 / 1.216 /  6,1.153 / 1.398 /  6,1.216 / 1.216 /  6,1.216 / 1.216 /  6
3,2-1,0.928 / 1.084 /  9,0.632 / 1.084 / 10,0.701 / 0.701 /  6,0.909 / 0.909 / 10,0.909 / 0.909 /  7
4,2-2,1.557 / 1.884 / 10,1.521 / 1.521 /  5,1.142 / 2.227 /  9,1.173 / 1.173 /  7,1.521 / 1.521 /  8
5,2-3,1.464 / 1.666 /  7,1.346 / 1.346 /  6,0.996 / 1.207 /  9,1.096 / 1.359 / 11,1.463 / 1.666 /  6
6,2-4,0.974 / 1.007 /  4,0.963 / 1.007 /  3,1.860 / 2.085 /  9,0.941 / 0.941 /  5,0.950 / 1.001 /  7
7,2-5,1.275 / 1.529 / 10,1.243 / 1.505 / 10,1.132 / 1.383 /  5,1.366 / 1.529 /  8,1.214 / 1.214 /  3
8,2-6,0.874 / 0.874 /  6,0.874 / 0.874 /  7,1.429 / 1.567 /  9,0.874 / 0.874 /  6,0.874 / 0.874 /  5
9,2-7,0.928 / 1.212 /  9,1.029 / 1.212 /  7,1.189 / 1.429 /  8,0.892 / 0.892 /  8,0.892 / 0.892 /  3
