,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.965 / 1.300 /  9,0.875 / 1.121 /  9,1.142 / 1.728 /  9,0.875 / 1.121 /  9,1.007 / 1.461 /  9
1,1-1,1.026 / 1.238 /  9,1.000 / 1.000 /  9,1.859 / 1.981 /  9,1.106 / 1.238 /  9,1.000 / 1.000 /  9
2,2-0,1.868 / 1.868 /  7,1.381 / 1.381 /  4,1.469 / 1.868 / 11,1.381 / 1.381 /  7,1.890 / 1.979 /  5
3,2-1,0.893 / 0.893 /  8,0.893 / 0.893 /  7,0.893 / 0.893 /  7,0.893 / 0.893 /  8,0.893 / 0.893 /  5
4,2-2,1.700 / 1.748 /  8,1.693 / 1.693 / 10,1.693 / 1.693 /  5,1.693 / 1.693 /  8,1.693 / 1.693 /  7
5,2-3,1.148 / 1.497 /  6,1.108 / 1.214 /  9,1.151 / 1.591 /  7,1.176 / 1.497 /  9,1.148 / 1.497 /  6
6,2-4,1.045 / 1.054 /  8,1.030 / 1.054 /  9,1.046 / 1.054 /  7,1.045 / 1.054 /  6,144.721 / 616.155 /  5
7,2-5,1.093 / 1.297 / 10,1.359 / 1.359 /  8,1.359 / 1.359 /  8,1.318 / 1.411 /  8,1.003 / 1.120 /  8
8,2-6,1.313 / 1.368 /  6,1.291 / 1.368 /  6,1.276 / 1.286 /  5,1.280 / 1.286 /  8,1.307 / 1.368 /  8
9,2-7,0.894 / 0.894 /  9,0.955 / 1.259 /  6,0.894 / 0.894 /  8,0.946 / 1.259 /  7,0.955 / 1.259 /  6
