,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.344 / 1.582 / 99 / 99,1.526 / 1.709 / 99 / 99,1.377 / 1.697 / 99 / 99,1.352 / 1.731 / 99 / 99
1,1-1,1.343 / 1.701 / 99 / 99,1.286 / 1.701 / 99 / 99,1.418 / 1.701 / 99 / 99,1.343 / 1.701 / 99 / 99
2,2-0,1.720 / 2.147 / 62 / 62,1.763 / 2.147 / 76 / 76,1.746 / 2.147 / 45 / 45,1.702 / 2.147 / 59 / 59
3,2-1,0.941 / 0.941 / 39 / 39,0.941 / 0.941 / 60 / 60,0.941 / 0.941 / 54 / 54,0.941 / 0.941 / 78 / 78
4,2-2,1.687 / 2.004 / 57 / 57,1.829 / 2.004 / 73 / 73,1.807 / 2.004 / 43 / 43,1.753 / 2.004 / 67 / 67
5,2-3,1.371 / 1.591 / 52 / 52,1.374 / 1.591 / 50 / 50,1.380 / 1.597 / 59 / 59,1.347 / 1.642 / 48 / 48
6,2-4,1.199 / 1.199 / 1 / 1,1.346 / 1.690 / 71 / 71,1.329 / 1.690 / 53 / 53,1.323 / 1.690 / 41 / 41
7,2-5,1.050 / 1.245 / 55 / 55,1.207 / 1.533 / 61 / 61,1.099 / 1.354 / 42 / 42,0.996 / 1.283 / 34 / 34
8,2-6,1.027 / 1.236 / 43 / 43,1.014 / 1.265 / 31 / 31,0.986 / 1.236 / 58 / 58,0.955 / 1.236 / 48 / 48
9,2-7,0.930 / 1.232 / 57 / 57,0.919 / 0.919 / 23 / 23,0.959 / 1.232 / 47 / 47,0.969 / 1.232 / 50 / 50
