,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.145 / 1.454 / 99 / 99,1.195 / 1.454 / 99 / 99,1.109 / 1.454 / 99 / 99,1.266 / 1.454 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.188 / 2.193 / 99 / 99,1.000 / 1.000 / 99 / 99
2,2-0,1.165 / 1.165 / 40 / 40,1.165 / 1.165 / 49 / 49,1.165 / 1.165 / 27 / 27,1.165 / 1.165 / 67 / 67
3,2-1,1.091 / 1.180 / 51 / 51,1.026 / 1.180 / 76 / 76,1.102 / 1.180 / 62 / 62,0.927 / 1.180 / 45 / 45
4,2-2,0.891 / 0.891 / 66 / 66,0.891 / 0.891 / 64 / 64,0.891 / 0.891 / 52 / 52,0.891 / 0.891 / 53 / 53
5,2-3,0.888 / 0.888 / 54 / 54,0.888 / 0.888 / 49 / 49,0.888 / 0.888 / 47 / 47,0.888 / 0.888 / 49 / 49
6,2-4,1.343 / 1.476 / 48 / 48,1.372 / 1.476 / 39 / 39,1.353 / 1.476 / 52 / 52,1.416 / 1.476 / 28 / 28
7,2-5,0.919 / 0.919 / 53 / 53,0.919 / 0.919 / 53 / 53,0.919 / 0.919 / 77 / 77,0.919 / 0.919 / 65 / 65
8,2-6,1.088 / 1.099 / 22 / 22,1.092 / 1.099 / 38 / 38,1.086 / 1.099 / 32 / 32,1.094 / 1.099 / 49 / 49
9,2-7,1.590 / 1.593 / 38 / 38,1.591 / 1.593 / 68 / 68,1.800 / 1.800 / 35 / 35,1.589 / 1.593 / 67 / 67
