,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.039 / 1.348 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.039 / 1.348 /  9
1,1-1,1.078 / 1.352 /  9,1.394 / 1.598 /  9,1.377 / 1.679 /  9,1.039 / 1.352 /  9,1.000 / 1.000 /  9
2,2-0,1.404 / 1.842 /  3,1.258 / 1.842 /  9,1.458 / 1.842 /  8,1.604 / 1.604 /  8,1.226 / 1.432 /  6
3,2-1,1.024 / 1.181 /  5,0.919 / 0.919 /  4,0.934 / 1.009 /  6,0.966 / 1.181 / 12,0.932 / 1.041 / 10
4,2-2,0.941 / 0.941 /  6,0.941 / 0.941 /  5,0.941 / 0.941 /  4,0.941 / 0.941 /  6,0.941 / 0.941 /  8
5,2-3,0.939 / 0.939 /  8,0.568 / 0.568 /  6,0.568 / 0.568 /  7,0.939 / 0.939 /  7,0.939 / 0.939 / 11
6,2-4,1.052 / 1.056 /  7,1.051 / 1.056 / 10,0.899 / 0.899 /  9,1.063 / 1.175 / 10,1.064 / 1.175 /  9
7,2-5,0.888 / 0.888 /  4,0.888 / 0.888 /  7,0.888 / 0.888 /  4,0.888 / 0.888 /  4,0.888 / 0.888 /  6
8,2-6,0.892 / 0.892 /  8,0.892 / 0.892 /  8,0.892 / 0.892 /  5,0.892 / 0.892 / 10,0.892 / 0.892 /  7
9,2-7,1.110 / 1.333 / 10,1.054 / 1.054 /  8,1.101 / 1.333 /  7,1.054 / 1.054 /  9,1.054 / 1.054 /  4
