,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.158 / 1.406 /  9,1.127 / 1.127 /  9,1.000 / 1.000 /  9,1.144 / 1.144 /  9
1,1-1,1.000 / 1.000 /  9,1.165 / 1.165 /  9,1.165 / 1.165 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,2-0,1.084 / 1.084 /  8,1.091 / 1.121 /  5,1.102 / 1.121 /  6,1.089 / 1.121 /  8,1.084 / 1.084 /  8
3,2-1,0.941 / 0.941 /  5,0.941 / 0.941 /  8,0.941 / 0.941 /  5,0.941 / 0.941 /  6,0.941 / 0.941 /  7
4,2-2,1.569 / 1.569 /  7,0.895 / 0.895 /  7,1.569 / 1.569 /  5,1.569 / 1.569 / 10,1.569 / 1.569 /  4
5,2-3,0.893 / 0.893 / 10,0.893 / 0.893 /  5,0.893 / 0.893 /  7,0.893 / 0.893 /  7,0.893 / 0.893 /  8
6,2-4,0.930 / 0.930 /  7,1.096 / 1.472 /  9,1.049 / 1.049 /  6,0.930 / 0.930 /  7,1.065 / 1.065 /  7
7,2-5,1.610 / 1.907 /  8,1.016 / 1.234 /  8,1.582 / 1.619 /  7,1.580 / 1.619 /  4,1.567 / 1.567 /  7
8,2-6,0.908 / 0.908 /  4,0.908 / 0.908 /  8,0.968 / 1.268 /  6,0.948 / 1.268 /  9,0.908 / 0.908 /  7
9,2-7,1.354 / 1.354 /  8,1.354 / 1.354 / 11,1.354 / 1.354 / 10,1.354 / 1.354 /  7,1.354 / 1.354 /  6
