,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.284 / 1.365 /  9,2.073 / 2.073 /  9,1.585 / 1.592 /  9,1.000 / 1.000 /  9,1.556 / 1.556 /  9
1,1-1,1.169 / 1.254 /  9,0.973 / 0.973 /  9,0.995 / 1.071 /  9,1.169 / 1.254 /  9,1.357 / 1.439 /  9
2,2-0,0.891 / 0.891 /  9,1.583 / 1.583 /  6,0.891 / 0.891 /  6,0.891 / 0.891 /  7,0.891 / 0.891 /  6
3,2-1,0.894 / 0.894 /  4,0.894 / 0.894 /  7,0.951 / 1.177 /  5,0.894 / 0.894 / 10,0.894 / 0.894 /  8
4,2-2,1.208 / 1.208 /  9,1.208 / 1.208 /  9,1.244 / 1.536 /  9,1.208 / 1.208 /  7,1.208 / 1.208 /  8
5,2-3,0.998 / 1.051 /  8,0.859 / 1.120 /  7,0.945 / 1.123 /  6,1.014 / 1.145 /  9,1.206 / 1.511 /  6
6,2-4,1.729 / 1.901 /  5,1.686 / 1.686 /  7,1.686 / 1.686 /  5,1.686 / 1.686 /  5,1.686 / 1.686 /  8
7,2-5,0.898 / 0.898 /  8,1.773 / 1.870 / 10,1.407 / 1.407 /  6,0.898 / 0.898 /  6,1.399 / 1.399 /  6
8,2-6,1.712 / 1.903 /  7,1.723 / 2.100 / 10,1.681 / 1.681 /  5,1.681 / 1.681 /  9,1.727 / 2.100 /  9
9,2-7,1.458 / 1.665 /  6,1.357 / 1.357 /  7,1.357 / 1.357 /  7,1.433 / 1.665 /  8,1.433 / 1.665 /  8
