,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.892 / 1.000 /  9,0.938 / 1.000 /  9,0.929 / 1.019 /  9,0.877 / 1.000 /  9,0.947 / 1.075 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.038 / 1.344 /  9
2,2-0,0.890 / 0.890 /  7,0.890 / 0.890 /  8,0.928 / 1.230 /  9,0.890 / 0.890 /  9,0.890 / 0.890 /  7
3,2-1,1.022 / 1.370 / 11,0.978 / 1.370 /  9,0.945 / 1.370 /  9,0.945 / 1.370 /  9,1.040 / 1.629 / 11
4,2-2,1.035 / 1.049 /  9,1.078 / 1.280 /  8,1.102 / 1.370 /  6,1.049 / 1.049 /  8,1.049 / 1.049 /  6
5,2-3,0.999 / 1.202 /  7,0.975 / 1.202 /  5,0.950 / 1.202 /  9,0.947 / 1.202 / 10,0.975 / 1.202 /  5
6,2-4,1.061 / 1.275 / 10,1.031 / 1.185 /  7,0.984 / 1.185 / 10,1.050 / 1.275 /  9,1.030 / 1.185 /  6
7,2-5,1.133 / 1.370 /  9,0.953 / 1.260 /  6,0.987 / 1.370 /  5,0.951 / 1.370 /  8,0.984 / 1.260 /  4
8,2-6,1.109 / 1.333 /  9,0.930 / 0.930 /  6,0.930 / 0.930 /  9,0.930 / 0.930 /  8,0.930 / 0.930 /  4
9,2-7,0.890 / 0.890 /  3,0.894 / 0.917 /  7,0.890 / 0.890 /  7,0.890 / 0.890 /  8,0.896 / 0.917 /  5
