,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.260 / 1.489 /  9,1.024 / 1.217 /  9,1.186 / 1.416 /  9
1,1-1,1.047 / 1.422 /  9,1.279 / 1.655 /  9,1.391 / 1.813 /  9,1.000 / 1.000 /  9,1.191 / 1.650 /  9
2,2-0,0.895 / 0.895 /  9,1.057 / 1.057 /  7,1.057 / 1.057 /  4,0.895 / 0.895 /  5,0.912 / 1.035 /  8
3,2-1,0.825 / 1.275 /  8,0.761 / 0.761 /  7,0.862 / 0.962 /  6,0.761 / 0.761 /  6,0.919 / 1.213 /  7
4,2-2,1.069 / 1.607 /  4,0.890 / 0.890 /  6,0.890 / 0.890 /  7,0.961 / 1.244 / 10,0.890 / 0.890 /  8
5,2-3,1.137 / 1.137 /  8,1.355 / 1.355 /  4,1.356 / 1.359 /  7,1.137 / 1.137 /  5,1.317 / 1.609 /  4
6,2-4,1.038 / 1.078 /  8,1.013 / 1.462 /  6,0.882 / 0.926 /  5,1.113 / 1.483 /  7,0.943 / 1.078 /  7
7,2-5,0.996 / 1.160 / 11,1.100 / 1.323 /  7,1.100 / 1.326 /  7,0.919 / 1.042 /  7,0.947 / 1.042 /  6
8,2-6,0.979 / 1.068 /  6,1.080 / 1.270 /  6,0.891 / 0.891 /  7,1.024 / 1.068 /  4,1.068 / 1.068 /  8
9,2-7,1.011 / 1.050 /  8,0.937 / 1.031 /  7,0.872 / 0.902 /  7,1.019 / 1.050 /  5,0.962 / 1.050 /  7
