,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.107 / 1.274 / 99 / 99,1.128 / 1.240 / 99 / 99,1.020 / 1.233 / 99 / 99,1.136 / 1.274 / 99 / 99
1,1-1,1.490 / 2.114 / 99 / 99,1.689 / 2.171 / 99 / 99,1.476 / 1.951 / 99 / 99,1.611 / 2.078 / 99 / 99
2,2-0,0.586 / 1.046 / 45 / 45,0.576 / 0.576 / 60 / 60,0.604 / 0.839 / 76 / 76,0.576 / 0.576 / 57 / 57
3,2-1,0.780 / 1.335 / 41 / 41,0.877 / 1.335 / 57 / 57,0.832 / 1.335 / 47 / 47,0.818 / 1.031 / 32 / 32
4,2-2,1.007 / 1.380 / 35 / 35,1.404 / 1.713 / 58 / 58,1.063 / 1.503 / 53 / 53,1.170 / 1.627 / 44 / 44
5,2-3,1.051 / 1.679 / 69 / 69,1.139 / 1.731 / 63 / 63,1.097 / 1.526 / 34 / 34,1.042 / 1.473 / 61 / 61
6,2-4,1.318 / 1.844 / 48 / 48,1.036 / 1.336 / 42 / 42,1.016 / 1.691 / 36 / 36,1.188 / 1.795 / 37 / 37
7,2-5,0.733 / 0.914 / 34 / 34,1.090 / 1.769 / 54 / 54,0.718 / 0.882 / 39 / 39,1.043 / 1.551 / 50 / 50
8,2-6,0.986 / 1.041 / 13 / 13,1.112 / 1.262 / 59 / 59,1.015 / 1.252 / 40 / 40,1.045 / 1.166 / 56 / 56
9,2-7,0.690 / 0.856 / 47 / 47,1.185 / 1.785 / 79 / 79,0.773 / 1.085 / 58 / 58,0.976 / 1.668 / 39 / 39
