,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.162 / 1.489 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.047 / 1.419 /  9,1.000 / 1.000 /  9
1,1-1,1.033 / 1.283 /  9,1.063 / 1.283 /  9,0.943 / 1.000 /  9,0.932 / 1.155 /  9,1.017 / 1.283 /  9
2,2-0,0.717 / 0.896 /  5,0.735 / 0.905 / 11,0.929 / 1.128 /  7,0.821 / 0.896 /  6,0.734 / 0.897 / 11
3,2-1,0.895 / 0.895 /  7,0.928 / 1.192 /  9,1.044 / 1.192 /  8,1.125 / 1.315 /  7,0.895 / 0.895 /  6
4,2-2,1.679 / 1.754 /  7,0.899 / 0.899 /  9,1.667 / 1.754 /  6,1.199 / 1.649 /  5,0.899 / 0.899 /  6
5,2-3,1.060 / 1.219 /  7,1.056 / 1.056 /  5,1.040 / 1.219 /  7,1.011 / 1.381 /  8,1.273 / 1.381 /  3
6,2-4,0.983 / 0.983 /  4,0.996 / 1.074 /  7,0.983 / 0.983 /  5,0.994 / 1.074 /  8,0.983 / 0.983 /  8
7,2-5,1.186 / 1.619 /  7,1.180 / 1.403 /  9,1.147 / 1.274 /  8,1.013 / 1.081 /  5,1.181 / 1.414 /  5
8,2-6,1.086 / 1.086 / 10,0.592 / 0.592 /  9,1.087 / 1.095 / 10,0.945 / 1.086 /  7,0.691 / 1.086 /  5
9,2-7,0.774 / 0.934 /  9,0.724 / 0.934 /  9,0.855 / 0.892 /  6,0.769 / 0.892 /  9,0.724 / 0.934 /  9
