,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.955 / 1.004 /  9,1.007 / 1.117 /  9,1.049 / 1.372 /  9,0.995 / 1.372 /  9,1.020 / 1.117 /  9
1,1-1,1.046 / 1.412 /  9,1.043 / 1.387 /  9,1.045 / 1.407 /  9,1.000 / 1.000 /  9,1.088 / 1.407 /  9
2,2-0,1.012 / 1.135 /  6,0.991 / 1.135 /  5,1.010 / 1.247 /  7,0.889 / 0.889 /  4,0.967 / 1.135 /  4
3,2-1,1.059 / 1.354 /  9,0.919 / 0.919 /  5,0.919 / 0.919 /  4,0.968 / 1.311 /  8,0.919 / 0.919 / 11
4,2-2,0.876 / 0.876 / 10,1.011 / 1.496 /  8,0.876 / 0.876 /  8,0.876 / 0.876 /  9,0.889 / 0.942 / 10
5,2-3,0.930 / 0.930 /  6,0.930 / 0.930 /  7,0.930 / 0.930 /  8,0.930 / 0.930 /  7,0.930 / 0.930 /  8
6,2-4,0.997 / 1.423 /  5,0.891 / 0.891 /  7,0.968 / 1.202 /  6,0.949 / 1.202 /  8,1.015 / 1.202 / 10
7,2-5,1.147 / 1.231 /  8,1.167 / 1.231 /  3,1.161 / 1.231 / 11,1.161 / 1.251 /  8,1.135 / 1.135 /  7
8,2-6,1.031 / 1.289 / 11,0.937 / 1.281 / 10,0.898 / 0.898 /  8,0.953 / 1.281 /  7,0.898 / 0.898 / 10
9,2-7,0.873 / 0.936 /  8,0.880 / 0.897 /  9,0.900 / 1.164 /  9,0.868 / 0.936 / 10,0.864 / 0.897 /  8
