,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.135 / 1.868 /  9,1.000 / 1.000 /  9,1.038 / 1.344 /  9
1,1-1,1.043 / 1.263 /  9,1.020 / 1.060 /  9,1.083 / 1.263 /  9,1.066 / 1.263 /  9,1.106 / 1.269 /  9
2,2-0,0.910 / 1.048 /  9,0.813 / 0.883 /  9,0.804 / 0.804 /  8,0.933 / 0.948 /  8,0.948 / 0.948 /  7
3,2-1,0.884 / 0.975 /  9,0.872 / 0.872 /  6,1.215 / 1.215 /  9,0.898 / 0.975 /  4,0.920 / 1.097 /  7
4,2-2,0.888 / 0.888 /  9,0.888 / 0.888 /  5,0.888 / 0.888 /  8,1.218 / 1.499 /  8,0.888 / 0.888 /  6
5,2-3,0.940 / 0.940 /  6,1.055 / 1.342 /  7,1.353 / 1.428 /  8,0.940 / 0.940 /  7,0.940 / 0.940 /  7
6,2-4,1.084 / 1.436 /  3,1.051 / 1.544 /  7,0.982 / 1.275 /  5,1.089 / 1.436 /  7,0.908 / 0.908 /  6
7,2-5,0.909 / 0.909 /  5,0.909 / 0.909 /  4,1.266 / 1.266 /  4,0.909 / 0.909 /  8,0.928 / 0.928 /  9
8,2-6,0.895 / 0.901 / 10,0.922 / 1.114 /  8,0.542 / 0.542 /  8,0.909 / 0.947 /  8,0.590 / 0.974 /  9
9,2-7,0.952 / 0.952 / 11,0.991 / 1.260 /  8,0.672 / 0.861 /  6,0.952 / 0.952 /  4,0.681 / 0.861 /  8
