,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.372 / 1.752 / 99 / 99,1.528 / 1.752 / 99 / 99,1.452 / 1.752 / 99 / 99,1.444 / 1.752 / 99 / 99
1,1-1,1.853 / 2.431 / 99 / 99,2.046 / 2.459 / 99 / 99,1.931 / 2.417 / 99 / 99,1.928 / 2.323 / 99 / 99
2,2-0,1.081 / 1.786 / 53 / 53,1.006 / 1.349 / 35 / 35,1.230 / 2.034 / 52 / 52,1.004 / 1.357 / 42 / 42
3,2-1,0.934 / 1.236 / 60 / 60,0.940 / 1.236 / 66 / 66,1.067 / 1.646 / 47 / 47,0.952 / 1.236 / 43 / 43
4,2-2,1.285 / 1.791 / 57 / 57,1.230 / 1.791 / 68 / 68,1.289 / 1.791 / 39 / 39,1.340 / 1.791 / 40 / 40
5,2-3,1.296 / 1.538 / 37 / 37,1.347 / 1.784 / 72 / 72,1.319 / 1.747 / 73 / 73,1.298 / 1.480 / 72 / 72
6,2-4,1.418 / 1.917 / 54 / 54,1.331 / 1.702 / 66 / 66,1.240 / 1.668 / 48 / 48,1.234 / 1.702 / 65 / 65
7,2-5,1.162 / 2.059 / 61 / 61,1.123 / 1.698 / 28 / 28,1.023 / 1.595 / 49 / 49,1.113 / 1.713 / 55 / 55
8,2-6,0.892 / 0.892 / 51 / 51,0.892 / 0.892 / 78 / 78,0.892 / 0.892 / 48 / 48,0.892 / 0.892 / 49 / 49
9,2-7,1.242 / 1.684 / 41 / 41,1.209 / 1.303 / 52 / 52,1.129 / 1.303 / 38 / 38,1.303 / 1.684 / 44 / 44
