,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.043 / 1.391 /  9,1.086 / 1.386 /  9,1.092 / 1.414 /  9,1.138 / 1.414 /  9
1,1-1,1.043 / 1.273 /  9,1.000 / 1.000 /  9,1.033 / 1.299 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,2-0,0.896 / 0.896 /  7,0.951 / 1.449 / 10,0.963 / 1.297 /  6,0.936 / 1.297 / 10,0.946 / 1.297 /  8
3,2-1,1.117 / 1.443 /  7,1.195 / 1.470 /  9,1.185 / 1.470 / 10,1.062 / 1.062 /  7,1.121 / 1.470 /  7
4,2-2,0.871 / 0.871 /  8,0.895 / 0.895 / 10,0.895 / 0.895 /  7,0.895 / 0.895 /  8,0.895 / 0.895 /  7
5,2-3,0.669 / 1.037 /  6,0.595 / 0.595 / 10,0.595 / 0.595 /  7,0.595 / 0.595 /  7,0.595 / 0.595 /  4
6,2-4,1.490 / 1.490 /  8,1.569 / 1.888 /  5,1.556 / 1.888 /  6,1.542 / 1.888 /  8,1.556 / 1.888 /  6
7,2-5,0.941 / 0.941 /  6,0.941 / 0.941 /  8,0.941 / 0.941 /  8,0.941 / 0.941 /  9,0.941 / 0.941 /  6
8,2-6,1.184 / 1.563 /  9,1.222 / 1.563 /  5,1.137 / 1.137 /  3,1.383 / 1.579 /  7,1.196 / 1.549 /  7
9,2-7,0.991 / 1.345 /  8,1.061 / 1.374 /  7,1.046 / 1.783 /  8,1.152 / 1.783 /  4,0.999 / 1.345 /  7
