,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.486 / 2.342 / 99 / 99,1.710 / 2.032 / 99 / 99,1.448 / 2.342 / 99 / 99,1.404 / 2.342 / 99 / 99
2,2-0,1.349 / 2.084 / 43 / 43,1.398 / 1.817 / 50 / 50,1.117 / 1.551 / 41 / 41,1.219 / 1.791 / 51 / 51
3,2-1,1.394 / 2.229 / 46 / 46,1.273 / 1.897 / 38 / 38,1.273 / 1.566 / 37 / 37,1.202 / 1.897 / 46 / 46
4,2-2,0.782 / 1.148 / 56 / 56,0.945 / 1.148 / 81 / 81,0.862 / 1.148 / 54 / 54,0.829 / 1.148 / 42 / 42
5,2-3,1.173 / 1.763 / 39 / 39,1.209 / 2.075 / 37 / 37,1.297 / 2.075 / 52 / 52,1.326 / 2.075 / 55 / 55
6,2-4,1.063 / 1.280 / 41 / 41,0.950 / 1.280 / 72 / 72,0.955 / 1.280 / 40 / 40,0.963 / 1.280 / 41 / 41
7,2-5,1.164 / 1.464 / 58 / 58,1.195 / 1.968 / 52 / 52,1.263 / 1.716 / 56 / 56,1.190 / 1.691 / 34 / 34
8,2-6,0.768 / 0.768 / 48 / 48,0.768 / 0.768 / 62 / 62,0.768 / 0.768 / 56 / 56,0.768 / 0.768 / 37 / 37
9,2-7,1.323 / 1.817 / 34 / 34,1.225 / 1.817 / 50 / 50,1.347 / 1.817 / 42 / 42,1.280 / 1.551 / 42 / 42
