,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.121 / 1.332 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.671 / 1.949 / 96 / 99,1.753 / 1.949 / 97 / 99,1.623 / 1.630 / 99 / 99,1.782 / 1.949 / 94 / 99
2,2-0,0.942 / 1.332 / 63 / 63,1.481 / 1.749 / 80 / 80,0.923 / 1.332 / 66 / 66,1.359 / 1.639 / 68 / 68
3,2-1,1.144 / 1.382 / 28 / 28,1.236 / 1.382 / 67 / 67,0.744 / 0.959 / 53 / 53,1.216 / 1.382 / 51 / 51
4,2-2,0.794 / 1.806 / 30 / 30,0.814 / 1.077 / 29 / 29,1.920 / 2.117 / 21 / 21,0.790 / 1.077 / 51 / 51
5,2-3,0.772 / 1.016 / 27 / 27,0.774 / 1.016 / 47 / 47,1.710 / 1.998 / 52 / 52,0.872 / 1.016 / 27 / 27
6,2-4,1.227 / 1.567 / 55 / 55,1.222 / 1.709 / 57 / 57,1.263 / 1.567 / 55 / 55,1.201 / 1.414 / 41 / 41
7,2-5,0.930 / 1.214 / 49 / 49,1.534 / 1.904 / 58 / 58,0.912 / 1.214 / 39 / 39,1.663 / 1.904 / 27 / 27
8,2-6,0.573 / 0.720 / 77 / 77,0.527 / 0.720 / 56 / 56,0.557 / 0.720 / 50 / 50,0.545 / 0.720 / 45 / 45
9,2-7,0.873 / 1.108 / 68 / 68,0.883 / 1.108 / 37 / 37,0.865 / 1.108 / 87 / 87,0.871 / 1.108 / 49 / 49
