,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.862 / 1.329 /  9,0.796 / 1.036 /  9,0.830 / 1.036 /  9,0.829 / 1.036 /  9,0.792 / 1.000 /  9
1,1-1,1.043 / 1.388 /  9,1.167 / 1.388 /  9,1.245 / 1.751 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,2-0,0.941 / 0.941 /  7,0.941 / 0.941 /  7,1.056 / 1.508 /  9,0.941 / 0.941 /  4,0.941 / 0.941 /  5
3,2-1,0.970 / 1.300 /  9,0.984 / 1.313 /  7,0.929 / 0.929 /  8,0.984 / 1.313 /  7,0.929 / 0.929 / 10
4,2-2,0.892 / 0.892 /  8,0.892 / 0.892 /  7,0.892 / 0.892 /  6,0.892 / 0.892 /  6,0.892 / 0.892 / 10
5,2-3,0.893 / 0.893 /  6,0.893 / 0.893 /  8,0.910 / 1.013 /  7,0.893 / 0.893 /  5,0.920 / 1.013 /  9
6,2-4,1.051 / 1.327 /  6,1.269 / 1.846 /  4,1.094 / 1.327 /  8,0.996 / 0.996 /  6,1.061 / 1.162 /  7
7,2-5,1.043 / 1.383 /  9,1.011 / 1.251 /  9,1.045 / 1.251 /  9,0.998 / 1.136 /  9,1.007 / 1.136 /  6
8,2-6,0.895 / 0.895 /  9,0.964 / 1.359 / 12,1.014 / 1.605 /  6,0.895 / 0.895 /  6,0.895 / 0.895 /  7
9,2-7,0.919 / 0.919 /  8,0.919 / 0.919 /  9,0.919 / 0.919 /  5,0.919 / 0.919 /  8,0.919 / 0.919 /  6
