,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,3.348 / 3.845 / 99 / 99,3.686 / 3.838 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,2.264 / 3.274 / 99 / 99,2.618 / 3.092 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.361 / 1.744 / 99 / 99,1.238 / 1.744 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.340 / 1.430 / 99 / 99,1.313 / 1.430 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,2.098 / 2.258 / 99 / 99,2.155 / 3.080 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,2-0,-1.000 / -1.000 / 0 / 78,1.291 / 1.291 / 52 / 52,1.291 / 1.291 / 51 / 51,-1.000 / -1.000 / 0 / 31
6,2-1,-1.000 / -1.000 / 0 / 48,0.893 / 0.893 / 63 / 63,0.893 / 0.893 / 54 / 54,-1.000 / -1.000 / 0 / 37
7,2-2,-1.000 / -1.000 / 0 / 66,2.087 / 2.420 / 25 / 25,1.899 / 2.294 / 39 / 39,-1.000 / -1.000 / 0 / 56
8,2-3,-1.000 / -1.000 / 0 / 59,1.907 / 2.182 / 58 / 58,1.870 / 2.121 / 37 / 37,-1.000 / -1.000 / 0 / 64
9,2-4,-1.000 / -1.000 / 0 / 62,2.717 / 3.063 / 35 / 35,2.883 / 3.240 / 33 / 33,-1.000 / -1.000 / 0 / 56
10,2-5,-1.000 / -1.000 / 0 / 65,2.718 / 3.628 / 41 / 43,2.105 / 2.894 / 35 / 42,-1.000 / -1.000 / 0 / 50
11,2-6,-1.000 / -1.000 / 0 / 44,2.210 / 2.883 / 40 / 40,2.288 / 2.883 / 71 / 71,-1.000 / -1.000 / 0 / 60
12,2-7,-1.000 / -1.000 / 0 / 24,1.996 / 2.256 / 45 / 45,1.806 / 2.406 / 42 / 42,-1.000 / -1.000 / 0 / 66
13,2-8,-1.000 / -1.000 / 0 / 54,5.124 / 5.715 / 36 / 36,4.137 / 5.175 / 24 / 24,-1.000 / -1.000 / 0 / 43
14,2-9,-1.000 / -1.000 / 0 / 77,1.924 / 2.556 / 49 / 49,1.814 / 2.231 / 58 / 58,-1.000 / -1.000 / 0 / 73
15,2-10,-1.000 / -1.000 / 0 / 73,3.170 / 3.814 / 47 / 47,2.912 / 3.364 / 39 / 39,-1.000 / -1.000 / 0 / 78
16,2-11,-1.000 / -1.000 / 0 / 51,1.837 / 2.263 / 77 / 77,1.607 / 2.164 / 61 / 61,-1.000 / -1.000 / 0 / 76
17,2-12,-1.000 / -1.000 / 0 / 44,1.617 / 1.748 / 50 / 50,1.196 / 1.712 / 60 / 60,-1.000 / -1.000 / 0 / 59
18,2-13,-1.000 / -1.000 / 0 / 15,0.951 / 1.529 / 54 / 54,1.136 / 1.591 / 52 / 52,-1.000 / -1.000 / 0 / 45
19,2-14,-1.000 / -1.000 / 0 / 46,3.785 / 4.243 / 40 / 40,3.837 / 4.243 / 74 / 74,-1.000 / -1.000 / 0 / 25
20,2-15,-1.000 / -1.000 / 0 / 44,1.098 / 1.256 / 65 / 65,0.948 / 1.256 / 55 / 55,-1.000 / -1.000 / 0 / 52
21,2-16,-1.000 / -1.000 / 0 / 25,2.723 / 3.330 / 31 / 45,2.810 / 3.025 / 48 / 50,-1.000 / -1.000 / 0 / 26
22,2-17,-1.000 / -1.000 / 0 / 47,1.524 / 1.770 / 54 / 54,1.731 / 2.263 / 67 / 67,-1.000 / -1.000 / 0 / 37
23,2-18,-1.000 / -1.000 / 0 / 30,2.333 / 2.776 / 58 / 58,2.453 / 2.776 / 16 / 16,-1.000 / -1.000 / 0 / 59
24,2-19,-1.000 / -1.000 / 0 / 37,1.444 / 1.444 / 16 / 16,1.805 / 2.341 / 71 / 71,-1.000 / -1.000 / 0 / 62
