,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.183 / 2.728 / 99 / 99,2.273 / 2.913 / 99 / 99,2.938 / 3.587 / 99 / 99,2.452 / 2.728 / 99 / 99
1,1-1,1.405 / 1.764 / 99 / 99,2.569 / 2.964 / 99 / 99,1.491 / 3.450 / 99 / 99,1.437 / 1.764 / 99 / 99
2,1-2,1.272 / 1.545 / 99 / 99,1.590 / 2.243 / 99 / 99,1.443 / 1.808 / 99 / 99,1.220 / 1.545 / 99 / 99
3,1-3,1.142 / 1.299 / 99 / 99,1.676 / 2.473 / 99 / 99,1.375 / 1.692 / 99 / 99,1.121 / 1.299 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.396 / 1.396 / 99 / 99,2.934 / 3.148 / 99 / 99,1.000 / 1.000 / 99 / 99
5,2-0,2.366 / 2.491 / 40 / 40,0.894 / 0.894 / 46 / 46,0.894 / 0.894 / 38 / 38,2.327 / 2.491 / 41 / 41
6,2-1,2.574 / 2.886 / 49 / 49,1.083 / 1.256 / 38 / 38,1.148 / 1.797 / 66 / 66,2.490 / 2.886 / 55 / 55
7,2-2,1.343 / 1.576 / 63 / 63,1.371 / 1.744 / 67 / 67,1.340 / 1.576 / 65 / 65,1.343 / 1.576 / 49 / 49
8,2-3,0.839 / 0.839 / 46 / 46,0.839 / 0.839 / 57 / 57,1.491 / 2.297 / 39 / 39,0.839 / 0.839 / 39 / 39
9,2-4,1.378 / 1.610 / 68 / 68,2.171 / 2.620 / 77 / 77,1.287 / 1.732 / 35 / 35,1.351 / 1.808 / 75 / 75
10,2-5,1.816 / 2.023 / 27 / 27,2.448 / 2.824 / 55 / 76,1.254 / 1.423 / 52 / 52,1.850 / 2.023 / 54 / 54
11,2-6,1.149 / 1.149 / 55 / 55,1.219 / 1.312 / 38 / 38,1.149 / 1.149 / 68 / 68,1.149 / 1.149 / 27 / 27
12,2-7,0.894 / 0.894 / 72 / 72,0.894 / 0.894 / 36 / 36,0.894 / 0.894 / 53 / 53,0.894 / 0.894 / 32 / 32
13,2-8,1.744 / 2.667 / 62 / 62,2.156 / 2.613 / 41 / 41,2.193 / 3.208 / 60 / 60,2.294 / 2.667 / 63 / 63
14,2-9,1.402 / 1.477 / 75 / 75,1.397 / 1.627 / 34 / 34,1.371 / 1.477 / 51 / 51,1.280 / 1.473 / 60 / 60
15,2-10,1.470 / 1.730 / 41 / 41,1.428 / 1.767 / 48 / 48,1.427 / 1.730 / 55 / 55,1.437 / 1.730 / 66 / 66
16,2-11,1.630 / 1.939 / 47 / 47,1.780 / 1.939 / 68 / 68,1.734 / 2.098 / 41 / 41,1.694 / 1.939 / 36 / 36
17,2-12,2.467 / 2.591 / 32 / 32,1.017 / 1.017 / 44 / 44,2.494 / 2.634 / 33 / 33,2.469 / 2.591 / 55 / 55
18,2-13,0.967 / 1.394 / 41 / 41,0.893 / 0.893 / 39 / 39,1.008 / 1.302 / 52 / 52,1.001 / 1.394 / 28 / 28
19,2-14,1.284 / 1.498 / 51 / 51,1.464 / 1.672 / 32 / 32,1.241 / 1.498 / 38 / 38,1.219 / 1.498 / 38 / 38
20,2-15,2.306 / 2.362 / 62 / 62,2.481 / 2.651 / 62 / 62,2.365 / 2.452 / 49 / 49,2.325 / 2.362 / 66 / 66
21,2-16,0.934 / 1.418 / 82 / 82,0.889 / 0.889 / 36 / 36,1.039 / 2.753 / 52 / 52,0.889 / 0.889 / 60 / 60
22,2-17,1.154 / 1.278 / 59 / 59,1.014 / 1.278 / 27 / 27,0.953 / 1.278 / 12 / 12,1.169 / 1.278 / 48 / 48
23,2-18,1.068 / 1.602 / 52 / 52,0.982 / 1.317 / 54 / 54,1.004 / 1.261 / 57 / 57,1.006 / 1.602 / 42 / 42
24,2-19,1.152 / 1.166 / 27 / 27,1.188 / 1.431 / 48 / 48,1.184 / 1.388 / 65 / 65,1.236 / 1.388 / 44 / 44
