,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.345 / 2.823 / 99 / 99,2.057 / 2.561 / 99 / 99,83.256 / 787.048 / 99 / 99,1.343 / 1.650 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.012 / 1.177 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.126 / 1.265 / 99 / 99,2.160 / 2.373 / 99 / 99,1258.421 / 2658.493 / 93 / 99,1.538 / 1.680 / 99 / 99
3,1-3,2.089 / 2.392 / 99 / 99,1.575 / 2.078 / 99 / 99,83.309 / 779.872 / 99 / 99,1.434 / 1.919 / 99 / 99
4,2-0,0.906 / 0.917 / 29 / 29,1.058 / 1.648 / 55 / 55,106.623 / 4329.282 / 47 / 47,0.892 / 0.892 / 53 / 53
5,2-1,2.927 / 3.252 / 55 / 55,2.277 / 2.593 / 20 / 20,7008.599 / 19745.729 / 40 / 55,1.244 / 1.362 / 55 / 55
6,2-2,1.307 / 1.307 / 52 / 52,2.119 / 2.157 / 18 / 18,2.036 / 2.036 / 63 / 63,1.944 / 2.216 / 61 / 61
7,2-3,1.814 / 2.014 / 37 / 37,1.919 / 2.131 / 60 / 60,7535.331 / 15671.644 / 4 / 46,0.933 / 0.933 / 41 / 41
8,2-4,1.941 / 2.179 / 37 / 37,1.572 / 1.939 / 60 / 60,10650.348 / 32140.964 / 7 / 28,3.469 / 3.682 / 72 / 72
9,2-5,1.627 / 2.185 / 57 / 57,1.850 / 2.241 / 27 / 27,1.021 / 1.197 / 52 / 52,1.416 / 1.959 / 59 / 59
10,2-6,1.569 / 1.734 / 76 / 76,0.913 / 1.154 / 42 / 42,2815.058 / 6804.387 / 26 / 35,1.074 / 1.241 / 45 / 45
11,2-7,0.765 / 0.765 / 68 / 68,0.765 / 0.765 / 50 / 50,0.774 / 0.862 / 64 / 64,0.765 / 0.765 / 56 / 56
12,2-8,1.730 / 1.730 / 71 / 71,1.960 / 2.066 / 23 / 23,8572.264 / 18263.020 / 16 / 27,3.123 / 3.123 / 54 / 54
13,2-9,2.355 / 2.358 / 50 / 50,1.672 / 1.672 / 85 / 85,20739.104 / 29859.997 / 14 / 53,0.972 / 0.972 / 86 / 86
14,2-10,1.697 / 2.743 / 46 / 46,2.263 / 2.668 / 54 / 54,24237.968 / 43421.132 / 81308 / 78,1.053 / 1.358 / 69 / 69
15,2-11,0.919 / 0.919 / 46 / 46,0.919 / 0.919 / 59 / 59,0.919 / 0.919 / 33 / 33,0.919 / 0.919 / 45 / 45
16,2-12,1.622 / 2.121 / 61 / 61,1.752 / 2.077 / 50 / 50,8891.950 / 29429.697 / 12 / 53,2.050 / 2.295 / 22 / 22
17,2-13,0.903 / 0.903 / 40 / 40,1.322 / 1.421 / 60 / 60,0.921 / 1.164 / 56 / 56,0.823 / 0.823 / 60 / 60
18,2-14,1.871 / 2.715 / 46 / 46,2.066 / 3.151 / 38 / 38,7828.799 / 30952.935 / 5 / 56,1.207 / 1.344 / 51 / 51
19,2-15,1.875 / 2.336 / 59 / 59,1.902 / 2.477 / 51 / 51,0.951 / 1.184 / 39 / 39,1.547 / 1.938 / 46 / 46
