,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.228 / 1.806 / 99 / 99,1.505 / 1.742 / 99 / 99,1.297 / 1.717 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.902 / 2.429 / 99 / 99,2.285 / 2.429 / 99 / 99,2.119 / 2.429 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.385 / 1.689 / 99 / 99,1.142 / 1.699 / 99 / 99,1.360 / 1.795 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.121 / 1.413 / 99 / 99,2.805 / 3.111 / 99 / 99,2.797 / 3.149 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,2-0,2.356 / 2.356 / 46 / 46,2.356 / 2.356 / 57 / 57,2.356 / 2.356 / 42 / 42,-1.000 / -1.000 / 0 / 55
5,2-1,2.712 / 3.299 / 23 / 23,2.628 / 3.192 / 47 / 47,2.616 / 3.058 / 43 / 43,-1.000 / -1.000 / 0 / 51
6,2-2,1.054 / 1.054 / 33 / 33,1.054 / 1.054 / 65 / 65,1.054 / 1.054 / 52 / 52,-1.000 / -1.000 / 0 / 43
7,2-3,2.389 / 3.979 / 58 / 58,2.236 / 2.570 / 42 / 42,2.448 / 3.884 / 65 / 65,-1.000 / -1.000 / 0 / 30
8,2-4,1.811 / 1.892 / 44 / 44,1.909 / 2.353 / 73 / 73,2.353 / 2.353 / 39 / 39,-1.000 / -1.000 / 0 / 26
9,2-5,1.458 / 1.649 / 57 / 57,1.475 / 1.481 / 73 / 73,1.444 / 1.444 / 46 / 46,-1.000 / -1.000 / 0 / 48
10,2-6,1.420 / 1.879 / 48 / 48,1.340 / 1.693 / 21 / 21,1.577 / 2.083 / 55 / 55,-1.000 / -1.000 / 0 / 77
11,2-7,1.809 / 1.833 / 41 / 41,1.073 / 1.127 / 48 / 48,1.088 / 1.127 / 45 / 45,-1.000 / -1.000 / 0 / 60
12,2-8,1.583 / 2.155 / 53 / 53,1.576 / 2.261 / 35 / 35,1.494 / 1.945 / 27 / 27,-1.000 / -1.000 / 0 / 46
13,2-9,2.053 / 2.313 / 44 / 44,2.153 / 2.489 / 58 / 58,2.032 / 2.084 / 43 / 43,-1.000 / -1.000 / 0 / 41
14,2-10,1.612 / 1.639 / 14 / 14,1.495 / 1.804 / 51 / 51,1.529 / 1.787 / 61 / 61,-1.000 / -1.000 / 0 / 45
15,2-11,2.967 / 2.967 / 28 / 28,3.022 / 3.130 / 39 / 39,2.975 / 3.356 / 49 / 49,-1.000 / -1.000 / 0 / 69
16,2-12,3.584 / 4.059 / 34 / 34,3.702 / 4.115 / 50 / 50,3.913 / 4.679 / 18 / 18,-1.000 / -1.000 / 0 / 51
17,2-13,1.458 / 1.848 / 67 / 67,3.574 / 3.995 / 56 / 56,1.990 / 2.529 / 66 / 66,-1.000 / -1.000 / 0 / 56
18,2-14,1.870 / 3.136 / 58 / 58,1.635 / 1.907 / 32 / 32,1.768 / 3.162 / 38 / 38,-1.000 / -1.000 / 0 / 53
19,2-15,0.953 / 0.953 / 32 / 32,0.953 / 0.953 / 38 / 38,0.953 / 0.953 / 80 / 80,-1.000 / -1.000 / 0 / 76
