,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.729 / 3.515 / 99 / 99,1.763 / 2.312 / 99 / 99,6.611 / 456.468 / 99 / 99,1.714 / 3.496 / 99 / 99
1,1-1,1.664 / 2.202 / 86 / 99,2.379 / 2.658 / 99 / 99,1.779 / 2.808 / 99 / 99,539.326 / 5743.336 / 99 / 99
2,1-2,1.878 / 2.505 / 99 / 99,2.249 / 2.789 / 99 / 99,1.730 / 2.420 / 98 / 99,1.982 / 2.522 / 99 / 99
3,1-3,1.491 / 1.784 / 99 / 99,1.479 / 1.784 / 99 / 99,1.518 / 1.946 / 99 / 99,1.512 / 1.784 / 99 / 99
4,1-4,1.176 / 1.302 / 99 / 99,1.999 / 2.298 / 99 / 99,1.192 / 2.634 / 99 / 99,1.117 / 1.302 / 99 / 99
5,1-5,1.104 / 1.311 / 99 / 99,1.401 / 1.675 / 99 / 99,1.263 / 2.682 / 99 / 99,1.116 / 1.311 / 99 / 99
6,1-6,1.299 / 2.003 / 99 / 99,1.192 / 1.939 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.443 / 2.019 / 99 / 99
7,1-7,1.761 / 2.202 / 99 / 99,2.829 / 3.250 / 99 / 99,2.060 / 2.488 / 97 / 99,1.553 / 2.157 / 99 / 99
8,2-0,0.930 / 0.930 / 33 / 33,0.930 / 0.930 / 59 / 59,0.930 / 0.930 / 26 / 26,0.930 / 0.930 / 38 / 38
9,2-1,1.480 / 2.014 / 45 / 45,1.015 / 1.269 / 50 / 50,1.377 / 2.005 / 52 / 52,1.444 / 1.779 / 46 / 46
10,2-2,9.184 / 423.753 / 52 / 52,2.814 / 3.069 / 54 / 54,1.251 / 2.608 / 48 / 48,574.899 / 5061.799 / 53 / 53
11,2-3,2.784 / 3.478 / 55 / 55,2.281 / 3.428 / 67 / 67,2.140 / 3.174 / 48 / 48,2.711 / 3.473 / 80 / 80
12,2-4,1.493 / 3.601 / 62 / 62,1.753 / 2.364 / 36 / 36,1.353 / 2.018 / 41 / 41,1.210 / 3.395 / 39 / 39
13,2-5,1.174 / 1.443 / 32 / 32,0.958 / 1.325 / 42 / 42,1.176 / 1.471 / 57 / 57,1.870 / 7.754 / 71 / 71
14,2-6,66.363 / 1843.102 / 57 / 63,1.487 / 2.678 / 48 / 55,1.260 / 1.972 / 43 / 58,9463.777 / 26395.028 / 48 / 48
15,2-7,1.171 / 1.505 / 71 / 71,1.004 / 1.004 / 51 / 51,1.191 / 1.232 / 36 / 36,4.490 / 14.076 / 30 / 30
16,2-8,153.021 / 1738.790 / 46 / 46,0.874 / 1.111 / 56 / 56,1.235 / 1.635 / 56 / 56,928.552 / 6521.041 / 38 / 38
17,2-9,2.654 / 3.166 / 62 / 62,2.536 / 3.040 / 52 / 52,2.451 / 3.029 / 53 / 53,3.402 / 9.357 / 40 / 40
18,2-10,1.075 / 2.743 / 57 / 57,1.406 / 1.920 / 50 / 50,1.416 / 1.781 / 47 / 47,0.974 / 3.137 / 18 / 18
19,2-11,2.481 / 2.852 / 58 / 58,1.097 / 1.273 / 61 / 61,1.125 / 2.126 / 75 / 75,2.480 / 2.871 / 74 / 74
20,2-12,60.829 / 1684.410 / 57 / 60,1.452 / 1.783 / 44 / 66,1.190 / 1.447 / 44 / 57,5349.954 / 22412.379 / 81 / 81
21,2-13,1.287 / 1.829 / 19 / 19,1.203 / 1.624 / 71 / 71,-1.000 / -1.000 / 0 / 29,1.445 / 2.183 / 62 / 62
22,2-14,1.397 / 1.909 / 51 / 51,1.351 / 1.768 / 62 / 62,1.375 / 1.771 / 53 / 53,1.361 / 1.879 / 35 / 35
23,2-15,1.457 / 2.104 / 35 / 35,1.296 / 2.038 / 38 / 38,1.570 / 2.394 / 51 / 51,1.670 / 4.817 / 63 / 63
24,2-16,1.880 / 3.931 / 72 / 72,2.188 / 2.909 / 54 / 54,1.774 / 2.261 / 32 / 32,1.429 / 1.872 / 44 / 44
25,2-17,1.703 / 2.316 / 52 / 52,1.711 / 1.897 / 55 / 55,1.634 / 1.945 / 45 / 45,4.634 / 13.379 / 54 / 54
26,2-18,0.791 / 1.135 / 37 / 37,0.747 / 1.032 / 32 / 32,0.793 / 1.135 / 36 / 36,0.835 / 1.135 / 49 / 49
27,2-19,98.831 / 1781.649 / 43 / 43,2.468 / 2.766 / 60 / 60,1.887 / 2.684 / 33 / 33,118.566 / 1190.117 / 51 / 51
28,2-20,2.365 / 2.978 / 74 / 74,1.407 / 1.861 / 68 / 68,1.907 / 2.461 / 39 / 39,2.215 / 3.076 / 45 / 45
29,2-21,1.218 / 1.637 / 51 / 51,1.292 / 1.689 / 64 / 64,1.117 / 1.760 / 42 / 42,1.117 / 1.354 / 25 / 25
30,2-22,0.952 / 0.952 / 35 / 35,0.952 / 0.952 / 52 / 52,0.952 / 0.952 / 48 / 48,0.952 / 0.952 / 52 / 52
31,2-23,1.485 / 1.729 / 33 / 33,1.387 / 1.989 / 57 / 57,1.565 / 3.389 / 56 / 56,5.622 / 16.015 / 63 / 63
32,2-24,1.579 / 1.695 / 56 / 56,1.591 / 1.744 / 50 / 50,1.603 / 1.799 / 49 / 49,1.592 / 1.695 / 64 / 64
33,2-25,1.183 / 1.846 / 50 / 50,1.794 / 2.776 / 43 / 43,1.304 / 1.846 / 53 / 53,1.639 / 2.210 / 56 / 56
34,2-26,1.409 / 1.731 / 62 / 62,1.315 / 1.863 / 33 / 33,1.677 / 2.000 / 22 / 22,1.522 / 2.053 / 58 / 58
35,2-27,1.319 / 1.715 / 57 / 57,1.306 / 1.515 / 45 / 45,1.456 / 1.789 / 56 / 56,1.390 / 2.658 / 42 / 42
36,2-28,1.095 / 1.387 / 52 / 52,1.283 / 1.396 / 13 / 13,1.411 / 1.762 / 66 / 66,0.966 / 1.387 / 42 / 42
37,2-29,2.271 / 2.862 / 31 / 31,1.878 / 2.078 / 67 / 67,2.099 / 2.274 / 39 / 39,2.220 / 2.440 / 36 / 36
38,2-30,2.453 / 2.812 / 42 / 42,1.669 / 2.603 / 69 / 69,1.575 / 2.240 / 37 / 37,40.496 / 543.418 / 71 / 71
39,2-31,1.437 / 1.544 / 55 / 55,1.326 / 1.368 / 67 / 67,2.256 / 2.306 / 3 / 42,1.481 / 1.544 / 62 / 62
