,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.932 / 1.203 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.896 / 1.000 /  9,0.950 / 1.084 /  3
1,1-1,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,1.000 / 1.000 /  2
2,1-2,1.433 / 1.740 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.393 / 1.456 /  9,1967.239 / 3933.779 / 11231
3,1-3,1.112 / 1.112 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.394 / 1.529 /  9,1.201 / 1.201 /  2
4,1-4,1.801 / 2.127 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.761 / 1.761 /  9,1.870 / 2.127 /  9
5,2-0,1.471 / 1.471 /  3,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.457 / 1.477 / 10,1.404 / 1.471 /  2
6,2-1,0.961 / 0.961 /  6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.961 / 0.961 /  6,-1.000 / -1.000 /  0
7,2-2,0.697 / 0.697 /  6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.697 / 0.697 /  6,278.996 / 834.676 /  3
8,2-3,0.805 / 0.896 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.790 / 0.790 /  8,0.790 / 0.790 /  3
9,2-4,0.984 / 0.984 /  6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.984 / 0.984 /  7,0.984 / 0.984 /  1
10,2-5,1.482 / 1.631 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.517 / 1.869 /  8,1.526 / 1.526 /  1
11,2-6,1.374 / 1.374 /  5,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.352 / 1.374 /  8,1.294 / 1.374 /  2
12,2-7,2.019 / 2.075 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,2.011 / 2.011 /  6,-1.000 / -1.000 /  0
13,2-8,0.890 / 0.890 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.890 / 0.890 /  9,0.890 / 0.890 /  2
14,2-9,1.936 / 2.216 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.982 / 2.216 /  7,1.889 / 1.889 /  1
