,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.201 / 1.280 / 99 / 99,1.426 / 1.713 / 99 / 99,1.226 / 1.713 / 99 / 99,1.176 / 1.280 / 99 / 99
1,1-1,1.183 / 1.313 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.111 / 1.313 / 99 / 99
2,1-2,1.720 / 2.237 / 99 / 99,1.754 / 2.416 / 99 / 99,1.771 / 2.416 / 99 / 99,1.749 / 2.237 / 99 / 99
3,1-3,1.274 / 1.571 / 99 / 99,1.198 / 1.392 / 99 / 99,1.162 / 1.392 / 99 / 99,1.218 / 1.571 / 99 / 99
4,1-4,1.234 / 1.630 / 99 / 99,1.953 / 2.396 / 99 / 99,1.943 / 2.396 / 99 / 99,1.325 / 1.630 / 99 / 99
5,2-0,0.892 / 0.892 / 26 / 26,0.892 / 0.892 / 49 / 49,0.900 / 1.269 / 50 / 50,0.892 / 0.892 / 54 / 54
6,2-1,1.588 / 1.714 / 71 / 71,0.952 / 0.952 / 74 / 74,0.952 / 0.952 / 43 / 43,1.577 / 1.714 / 62 / 62
7,2-2,1.175 / 1.226 / 52 / 52,1.686 / 2.114 / 51 / 51,1.653 / 2.114 / 18 / 18,1.154 / 1.226 / 35 / 35
8,2-3,1.483 / 1.819 / 58 / 58,1.718 / 2.328 / 48 / 48,1.764 / 2.328 / 56 / 56,1.484 / 1.819 / 51 / 51
9,2-4,1.618 / 2.116 / 62 / 62,1.576 / 2.093 / 36 / 36,1.542 / 2.093 / 28 / 28,1.768 / 2.116 / 53 / 53
10,2-5,0.892 / 0.892 / 57 / 57,1.398 / 1.398 / 40 / 40,1.398 / 1.398 / 63 / 63,0.892 / 0.892 / 35 / 35
11,2-6,1.471 / 1.799 / 51 / 51,1.728 / 2.302 / 54 / 54,1.676 / 2.085 / 57 / 57,1.381 / 1.799 / 75 / 75
12,2-7,0.919 / 0.919 / 51 / 51,1.536 / 1.894 / 50 / 50,1.563 / 1.607 / 40 / 40,0.919 / 0.919 / 44 / 44
13,2-8,1.151 / 1.424 / 30 / 30,1.678 / 2.277 / 72 / 72,1.661 / 2.277 / 58 / 58,1.281 / 1.424 / 43 / 43
14,2-9,1.669 / 1.911 / 19 / 19,1.867 / 2.519 / 64 / 64,1.736 / 2.519 / 58 / 58,1.703 / 1.911 / 49 / 49
