,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.486 / 1.755 /  9,1.488 / 2.351 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.489 / 1.977 /  2,1.805 / 1.977 /  9,1.233 / 1.362 /  9,1.489 / 1.977 /  2,1.000 / 1.000 /  9
2,1-2,1.832 / 1.941 /  3,1.885 / 2.192 /  9,2.345 / 2.866 /  9,1.832 / 1.941 /  3,1.778 / 1.778 /  9
3,1-3,217.312 / 578.554 /  8,1.547 / 1.817 /  9,674.311 / 2520.038 /  4,217.704 / 579.258 /  8,1.000 / 1.000 /  9
4,1-4,1.384 / 1.384 /  1,1.670 / 2.095 /  9,1.689 / 2.056 /  9,1.384 / 1.384 /  1,1.384 / 1.384 /  9
5,2-0,229.203 / 606.077 /  9,0.970 / 1.333 /  8,522.490 / 1363.396 /  7,225.854 / 606.333 /  9,0.919 / 0.919 /  8
6,2-1,-1.000 / -1.000 /  0,0.919 / 0.919 /  6,1.253 / 1.552 /  4,0.919 / 0.919 /  1,1.193 / 1.552 / 10
7,2-2,0.813 / 0.896 /  6,1.113 / 1.210 / 10,620.571 / 1416.724 /  7,0.835 / 0.870 /  7,0.755 / 0.755 /  5
8,2-3,1.796 / 1.796 /  1,1.469 / 1.765 /  7,2.335 / 3.361 / 10,-1.000 / -1.000 /  0,1.479 / 1.796 / 10
9,2-4,-1.000 / -1.000 /  0,1.601 / 1.601 /  8,1.639 / 1.713 /  3,1.601 / 1.601 /  1,1.629 / 1.713 /  8
10,2-5,1.116 / 1.116 /  1,0.889 / 0.889 /  5,1.116 / 1.116 /  7,0.889 / 0.889 /  1,1.116 / 1.116 /  7
11,2-6,629.699 / 629.699 /  1,0.953 / 1.305 /  9,0.909 / 0.909 /  7,1.305 / 1.305 /  1,0.981 / 1.305 / 11
12,2-7,0.888 / 0.888 /  6,0.888 / 0.888 /  7,0.933 / 1.252 /  8,0.888 / 0.888 /  9,0.888 / 0.888 / 10
13,2-8,1.582 / 1.685 /  6,1.547 / 1.547 /  8,1.907 / 2.653 /  7,1.553 / 1.767 /  7,1.281 / 1.281 /  7
14,2-9,310.538 / 619.514 /  2,1.021 / 1.561 /  9,0.751 / 0.751 /  7,1.021 / 1.561 /  3,0.751 / 0.751 /  8
