,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.344 / 1.609 /  9,1.855 / 2.078 /  9,2.077 / 2.658 /  9,1.263 / 1.310 /  9,1.645 / 2.439 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.153 / 1.334 /  9,1.058 / 1.295 /  9,1.185 / 1.367 /  9
2,1-2,1.247 / 1.278 /  9,1.216 / 1.278 /  9,1.238 / 1.278 /  9,1.216 / 1.278 /  9,1.296 / 1.361 /  9
3,1-3,1.472 / 1.607 /  9,1.453 / 1.607 /  9,1.530 / 2.125 /  9,1.433 / 1.433 /  9,1.978 / 2.183 /  9
4,1-4,1.000 / 1.000 /  9,1.177 / 1.177 /  9,1.139 / 1.357 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
5,2-0,1.287 / 1.287 /  7,1.317 / 1.585 / 10,1.428 / 1.476 /  9,1.333 / 1.585 / 11,1.351 / 1.351 /  9
6,2-1,1.370 / 1.370 /  4,1.432 / 1.514 /  7,1.466 / 1.994 /  8,1.415 / 1.549 /  4,1.843 / 2.022 /  5
7,2-2,0.952 / 0.952 /  7,0.952 / 0.952 /  6,1.072 / 1.152 /  5,0.952 / 0.952 /  8,1.149 / 1.665 /  5
8,2-3,1.282 / 1.282 /  8,1.282 / 1.282 / 10,1.490 / 2.104 /  8,1.338 / 1.638 / 10,1.345 / 1.345 /  7
9,2-4,1.935 / 2.059 /  9,1.945 / 1.945 /  4,2.078 / 2.470 /  7,1.972 / 2.059 /  9,1.943 / 2.295 /  9
10,2-5,2.191 / 2.191 /  9,0.711 / 0.711 /  7,0.711 / 0.711 /  6,2.191 / 2.191 /  6,2.191 / 2.191 /  7
11,2-6,1.607 / 1.966 /  8,1.966 / 1.966 /  7,2.110 / 2.611 /  9,1.389 / 1.448 /  8,1.757 / 2.990 /  8
12,2-7,1.062 / 2.386 /  6,2.409 / 2.440 /  7,2.422 / 2.564 /  5,0.797 / 0.797 /  2,0.878 / 1.123 /  4
13,2-8,0.888 / 0.888 /  8,0.937 / 1.236 /  7,0.888 / 0.888 /  4,0.888 / 0.888 / 11,0.888 / 0.888 /  8
14,2-9,1.469 / 1.744 /  7,1.952 / 2.405 /  7,2.089 / 2.409 /  8,1.438 / 1.492 /  3,1.517 / 2.409 /  8
