,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.371 / 1.371 /  9,1.999 / 1.999 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.088 / 1.792 /  9,1.088 / 1.792 /  9,1.000 / 1.000 /  9,1.160 / 1.721 /  9
3,1-3,1.286 / 1.386 /  9,1.258 / 1.258 /  9,1.272 / 1.320 /  9,1.258 / 1.258 /  9,1.258 / 1.258 /  9
4,1-4,1.147 / 1.147 /  9,1.137 / 1.147 /  9,1.175 / 1.487 /  9,1.147 / 1.147 /  9,1.114 / 1.147 /  9
5,2-0,0.948 / 0.948 /  8,1.243 / 1.314 /  6,1.713 / 1.774 /  9,0.960 / 1.042 /  8,0.962 / 1.042 /  7
6,2-1,0.891 / 0.891 /  6,0.891 / 0.891 / 11,0.891 / 0.891 /  7,0.891 / 0.891 /  7,0.891 / 0.891 / 11
7,2-2,1.009 / 1.349 /  6,1.291 / 1.291 /  5,1.884 / 1.884 /  9,0.941 / 0.941 /  5,0.986 / 1.349 /  9
8,2-3,0.910 / 0.910 /  7,0.910 / 0.910 /  2,0.969 / 1.324 /  7,0.922 / 1.009 /  8,0.910 / 0.910 /  9
9,2-4,0.894 / 0.894 / 11,0.894 / 0.894 /  9,0.894 / 0.894 /  4,0.894 / 0.894 /  7,0.894 / 0.894 /  8
10,2-5,1.102 / 1.384 /  7,1.312 / 1.312 /  2,1.920 / 2.222 /  8,1.121 / 1.384 /  8,1.121 / 1.384 /  8
11,2-6,0.894 / 0.894 /  7,0.894 / 0.894 /  6,0.894 / 0.894 /  7,0.940 / 1.256 /  8,0.894 / 0.894 /  7
12,2-7,0.895 / 0.895 /  5,0.895 / 0.895 /  4,0.997 / 1.255 /  7,0.895 / 0.895 /  6,0.895 / 0.895 /  4
13,2-8,1.484 / 1.720 / 10,1.383 / 1.720 /  7,1.457 / 1.720 /  5,1.405 / 1.566 /  8,1.356 / 1.566 /  8
14,2-9,0.958 / 1.096 /  6,0.890 / 0.890 /  9,0.890 / 0.890 /  8,0.890 / 0.890 /  7,0.890 / 0.890 /  7
