,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,129.384 / 771.303 /  6,2.023 / 2.558 /  9,1.897 / 2.381 /  9,1.000 / 1.000 /  9,1.242 / 2.138 /  9
1,1-1,1.000 / 1.000 /  9,1.405 / 1.451 /  9,1.455 / 1.688 /  9,1.345 / 1.388 /  9,1.000 / 1.000 /  9
2,1-2,201.595 / 934.610 /  7,2.789 / 2.984 /  9,2.636 / 2.663 /  9,1.645 / 1.645 /  9,1.997 / 1.997 /  9
3,1-3,0.983 / 1.047 /  8,1.338 / 1.593 /  9,0.992 / 1.093 /  9,1.115 / 1.186 /  9,1.036 / 1.107 /  9
4,1-4,1.088 / 1.398 /  9,1.750 / 1.857 /  9,1.304 / 1.966 /  9,1.044 / 1.398 /  9,1.000 / 1.000 /  9
5,2-0,1.513 / 2.010 /  4,1.076 / 1.957 /  9,1.296 / 1.957 /  6,0.966 / 0.966 /  7,1.016 / 1.016 /  6
6,2-1,146.899 / 713.818 /  6,1.366 / 1.366 /  7,1.250 / 1.250 /  5,0.680 / 0.680 /  7,0.759 / 1.391 /  9
7,2-2,1.006 / 1.006 /  8,1.006 / 1.006 /  8,1.393 / 1.664 /  9,1.006 / 1.006 /  8,1.048 / 1.385 /  9
8,2-3,69.389 / 137.890 /  2,1.289 / 1.329 /  7,1.282 / 1.282 /  6,1.292 / 1.329 / 10,0.889 / 0.889 /  5
9,2-4,170.680 / 679.050 /  4,1.408 / 1.408 /  8,1.450 / 1.703 /  7,1.463 / 1.595 /  6,1.160 / 1.186 /  5
10,2-5,40.770 / 159.343 /  4,1.341 / 1.341 /  7,1.182 / 1.460 /  6,1.135 / 1.135 /  7,1.982 / 2.259 /  6
11,2-6,0.919 / 0.919 /  4,0.919 / 0.919 /  7,0.992 / 1.353 /  6,0.919 / 0.919 /  8,0.919 / 0.919 /  5
12,2-7,1.779 / 2.083 /  6,1.407 / 2.402 /  8,1.389 / 1.700 /  9,1.265 / 1.265 /  5,1.370 / 1.370 /  6
13,2-8,0.964 / 1.188 / 12,0.997 / 1.214 /  8,1.249 / 1.300 /  9,0.926 / 1.188 /  8,0.918 / 1.094 /  7
14,2-9,0.827 / 1.237 /  8,0.690 / 0.690 /  7,0.690 / 0.690 /  8,0.877 / 1.056 /  5,0.785 / 0.975 /  6
