,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.253 / 1.267 /  9,1.485 / 1.508 /  9,1.087 / 1.314 /  9,1.326 / 1.348 /  9
1,1-1,1.202 / 1.202 /  9,0.918 / 0.930 /  9,1.138 / 1.160 /  9,1.368 / 1.368 /  1,0.987 / 1.008 /  9
2,1-2,1.054 / 1.241 /  9,1.468 / 1.696 /  9,0.979 / 0.979 /  9,1795.078 / 3589.114 / 12751,1.062 / 1.262 /  9
3,1-3,1.358 / 1.558 /  9,1.617 / 1.817 /  9,1.720 / 1.720 /  9,-1.000 / -1.000 /  0,1.329 / 1.558 /  9
4,1-4,1.000 / 1.000 /  9,1.270 / 1.518 /  9,1.239 / 2.018 /  9,1.000 / 1.000 /  1,1.000 / 1.000 /  9
5,2-0,0.952 / 0.952 /  7,0.952 / 0.952 /  7,0.952 / 0.952 /  9,0.952 / 0.952 /  1,0.952 / 0.952 /  8
6,2-1,1.138 / 1.268 /  9,1.297 / 1.601 /  8,1.425 / 1.646 /  7,-1.000 / -1.000 /  0,1.121 / 1.268 /  7
7,2-2,0.911 / 1.012 /  7,0.740 / 0.894 /  6,0.769 / 1.188 /  8,-1.000 / -1.000 /  0,0.953 / 1.188 /  7
8,2-3,0.892 / 0.892 /  8,0.892 / 0.892 /  9,0.892 / 0.892 /  9,-1.000 / -1.000 /  0,0.892 / 0.892 /  7
9,2-4,1.597 / 1.597 /  6,1.921 / 2.201 /  5,1.938 / 2.201 /  8,-1.000 / -1.000 /  0,1.597 / 1.597 /  7
10,2-5,1.242 / 1.242 /  7,1.513 / 1.513 /  9,1.562 / 1.754 /  5,-1.000 / -1.000 /  0,1.543 / 1.814 /  9
11,2-6,0.898 / 0.898 /  6,1.018 / 1.052 /  9,1.066 / 1.341 / 10,-1.000 / -1.000 /  0,0.898 / 0.898 /  7
12,2-7,0.930 / 0.930 /  9,1.066 / 1.083 /  4,1.063 / 1.083 /  9,-1.000 / -1.000 /  0,0.930 / 0.930 / 10
13,2-8,1.154 / 1.323 /  7,-1.000 / -1.000 /  0,1.298 / 1.775 /  7,-1.000 / -1.000 /  0,1.098 / 1.323 /  7
14,2-9,0.898 / 0.898 /  6,1.106 / 1.366 /  9,1.211 / 1.817 / 10,920.452 / 1228.720 /  2,0.969 / 1.296 / 11
