,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.040 / 1.360 /  9,1.000 / 1.000 /  9,1.127 / 1.764 /  9,1.246 / 1.741 /  9,1.199 / 1.715 /  9
1,1-1,1.530 / 1.822 /  9,1.842 / 1.842 /  9,1.879 / 2.008 /  9,2.007 / 2.529 /  9,1.681 / 2.198 /  9
2,1-2,1.000 / 1.000 /  9,1.326 / 1.326 /  9,1.342 / 1.476 /  9,1.000 / 1.000 /  9,1.025 / 1.224 /  9
3,1-3,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.320 / 1.361 /  9,1.289 / 1.296 /  9,1.463 / 1.463 /  9,1.288 / 1.288 /  9,1.288 / 1.288 /  9
5,2-0,1.842 / 1.842 /  7,1.842 / 1.842 /  7,1.282 / 1.282 /  7,1.842 / 1.842 /  3,1.842 / 1.842 /  2
6,2-1,1.171 / 1.734 /  3,0.889 / 0.889 /  8,0.935 / 1.257 /  8,0.889 / 0.889 /  5,0.930 / 1.257 /  9
7,2-2,0.952 / 0.952 /  7,1.110 / 1.110 /  9,1.294 / 2.551 / 10,1.439 / 2.275 /  9,1.158 / 2.003 /  8
8,2-3,0.891 / 0.891 /  6,0.891 / 0.891 /  8,0.891 / 0.891 /  5,0.891 / 0.891 /  5,0.891 / 0.891 /  8
9,2-4,0.894 / 0.894 /  6,0.894 / 0.894 /  7,0.894 / 0.894 /  6,0.894 / 0.894 /  2,0.894 / 0.894 /  6
10,2-5,1.472 / 1.756 /  6,0.895 / 0.895 /  7,1.245 / 2.174 / 11,0.962 / 1.289 / 11,1.415 / 1.415 /  7
11,2-6,1.207 / 1.346 /  9,0.930 / 0.930 /  2,0.976 / 1.346 /  9,0.930 / 0.930 /  5,0.930 / 0.930 /  3
12,2-7,0.894 / 0.894 /  6,1.119 / 1.215 /  8,1.317 / 1.365 /  8,0.952 / 1.215 / 11,0.894 / 0.894 /  8
13,2-8,1.413 / 1.413 /  8,0.938 / 1.200 /  7,1.068 / 1.180 /  7,1.016 / 1.200 /  5,1.413 / 1.413 /  4
14,2-9,1.148 / 1.309 /  7,1.028 / 1.028 / 10,1.028 / 1.028 /  6,1.028 / 1.028 /  8,1.028 / 1.028 /  7
