,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,1.234 / 1.588 / 99 / 99,1.241 / 2.572 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,2.009 / 2.501 / 99 / 99,2.172 / 2.526 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.647 / 1.874 / 99 / 99,2.779 / 3.225 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.480 / 1.695 / 99 / 99,1.671 / 2.437 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.284 / 1.511 / 99 / 99,1.257 / 1.511 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,1.303 / 1.574 / 99 / 99,2.195 / 2.410 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,2.038 / 2.297 / 99 / 99,2.909 / 3.196 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,2-0,-1.000 / -1.000 / 0 / 54,1.055 / 1.606 / 40 / 40,0.970 / 1.270 / 44 / 44,-1.000 / -1.000 / 0 / 40
8,2-1,-1.000 / -1.000 / 0 / 79,0.908 / 0.908 / 44 / 44,0.919 / 1.560 / 74 / 74,-1.000 / -1.000 / 0 / 54
9,2-2,-1.000 / -1.000 / 0 / 39,2.049 / 2.187 / 45 / 45,1.446 / 1.558 / 29 / 29,-1.000 / -1.000 / 0 / 50
10,2-3,-1.000 / -1.000 / 0 / 55,2.955 / 3.041 / 48 / 48,2.303 / 2.485 / 42 / 42,-1.000 / -1.000 / 0 / 60
11,2-4,-1.000 / -1.000 / 0 / 53,2.194 / 2.519 / 55 / 55,2.148 / 2.292 / 63 / 63,-1.000 / -1.000 / 0 / 35
12,2-5,-1.000 / -1.000 / 0 / 44,1.962 / 1.982 / 34 / 34,1.265 / 1.283 / 51 / 51,-1.000 / -1.000 / 0 / 36
13,2-6,-1.000 / -1.000 / 0 / 43,0.949 / 1.332 / 47 / 47,1.079 / 1.682 / 50 / 50,-1.000 / -1.000 / 0 / 39
14,2-7,-1.000 / -1.000 / 0 / 41,1.244 / 1.790 / 26 / 26,1.193 / 1.694 / 50 / 50,-1.000 / -1.000 / 0 / 59
15,2-8,-1.000 / -1.000 / 0 / 61,0.968 / 1.651 / 48 / 48,0.986 / 1.375 / 37 / 37,-1.000 / -1.000 / 0 / 28
16,2-9,-1.000 / -1.000 / 0 / 45,2.370 / 2.915 / 56 / 56,1.848 / 2.263 / 36 / 36,-1.000 / -1.000 / 0 / 78
17,2-10,-1.000 / -1.000 / 0 / 49,2.135 / 2.135 / 35 / 35,1.484 / 1.484 / 46 / 46,-1.000 / -1.000 / 0 / 45
18,2-11,-1.000 / -1.000 / 0 / 39,1.465 / 1.787 / 80 / 80,1.421 / 1.787 / 35 / 35,-1.000 / -1.000 / 0 / 52
19,2-12,-1.000 / -1.000 / 0 / 82,1.705 / 3.034 / 42 / 42,34.572 / 532.461 / 50 / 50,-1.000 / -1.000 / 0 / 54
20,2-13,-1.000 / -1.000 / 0 / 63,1.157 / 1.767 / 65 / 65,2.564 / 3.075 / 70 / 70,-1.000 / -1.000 / 0 / 56
21,2-14,-1.000 / -1.000 / 0 / 49,1.843 / 2.050 / 41 / 41,1.369 / 2.202 / 52 / 52,-1.000 / -1.000 / 0 / 46
22,2-15,-1.000 / -1.000 / 0 / 58,1.651 / 1.651 / 29 / 29,3.067 / 3.142 / 49 / 49,-1.000 / -1.000 / 0 / 60
23,2-16,-1.000 / -1.000 / 0 / 56,3.429 / 3.847 / 64 / 64,3.376 / 4.140 / 40 / 40,-1.000 / -1.000 / 0 / 40
24,2-17,-1.000 / -1.000 / 0 / 75,1.580 / 2.091 / 46 / 46,1.647 / 2.097 / 61 / 61,-1.000 / -1.000 / 0 / 40
25,2-18,-1.000 / -1.000 / 0 / 55,2.100 / 2.740 / 50 / 50,0.965 / 1.195 / 43 / 43,-1.000 / -1.000 / 0 / 49
26,2-19,-1.000 / -1.000 / 0 / 63,1.295 / 1.700 / 47 / 47,1.304 / 1.725 / 57 / 57,-1.000 / -1.000 / 0 / 36
27,2-20,-1.000 / -1.000 / 0 / 58,1.024 / 1.216 / 54 / 54,1.777 / 1.777 / 38 / 38,-1.000 / -1.000 / 0 / 60
