,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.825 / 2.138 / 99 / 99,2.590 / 2.780 / 99 / 99,1.947 / 2.780 / 99 / 99,704.168 / 3953.119 / 90 / 99
1,1-1,1.803 / 2.249 / 99 / 99,1.803 / 2.298 / 99 / 99,1.642 / 2.525 / 99 / 99,1.847 / 2.287 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,0.910 / 0.910 / 99 / 99,0.841 / 0.910 / 99 / 99,1.240 / 1.374 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,3.198 / 3.355 / 99 / 99,1.000 / 1.000 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,0.948 / 0.948 / 99 / 99,1.603 / 1.650 / 99 / 99,1.214 / 1.715 / 99 / 99
5,1-5,2.965 / 3.266 / 99 / 99,1.820 / 2.089 / 99 / 99,1.830 / 2.123 / 99 / 99,2.624 / 3.472 / 17 / 99
6,1-6,1.440 / 2.086 / 99 / 99,2.050 / 2.466 / 99 / 99,2.422 / 2.847 / 99 / 99,1.320 / 2.086 / 99 / 99
7,2-0,1.467 / 1.884 / 55 / 55,1.392 / 1.770 / 54 / 54,1.090 / 1.485 / 62 / 62,1.648 / 2.328 / 51 / 51
8,2-1,0.926 / 0.978 / 47 / 47,0.662 / 0.662 / 50 / 50,0.662 / 0.662 / 34 / 34,0.975 / 1.221 / 72 / 72
9,2-2,1.751 / 2.032 / 49 / 49,1.753 / 2.032 / 37 / 37,1.889 / 2.326 / 37 / 37,1.777 / 2.032 / 19 / 19
10,2-3,1.400 / 1.668 / 45 / 45,1.412 / 1.888 / 31 / 31,1.555 / 1.758 / 70 / 70,1.408 / 3.615 / 63 / 63
11,2-4,1.158 / 1.272 / 48 / 48,1.151 / 2.440 / 54 / 57,1.469 / 1.959 / 46 / 46,1.139 / 1.272 / 36 / 36
12,2-5,1.973 / 2.318 / 51 / 51,1.928 / 2.207 / 46 / 46,1.721 / 1.923 / 47 / 47,1.121 / 1.658 / 66 / 66
13,2-6,2.725 / 2.907 / 39 / 39,2.671 / 2.824 / 41 / 41,2.674 / 2.893 / 79 / 79,2.996 / 3.643 / 61 / 61
14,2-7,3.026 / 3.140 / 30 / 30,1.055 / 1.055 / 39 / 39,3.046 / 3.139 / 29 / 29,3.050 / 3.140 / 55 / 55
15,2-8,1.066 / 1.230 / 30 / 30,0.998 / 1.230 / 46 / 46,0.987 / 1.337 / 58 / 58,0.985 / 1.230 / 64 / 64
16,2-9,2.446 / 2.638 / 63 / 63,2.401 / 2.520 / 44 / 44,0.913 / 0.913 / 70 / 70,2.640 / 2.936 / 59 / 59
17,2-10,1.541 / 1.755 / 18 / 18,1.511 / 1.701 / 67 / 67,2.246 / 2.407 / 65 / 65,1.690 / 1.989 / 42 / 42
18,2-11,2.524 / 2.778 / 52 / 52,2.388 / 2.778 / 64 / 64,1.792 / 2.184 / 48 / 48,2.760 / 3.282 / 41 / 41
19,2-12,2.468 / 2.468 / 40 / 40,2.519 / 2.830 / 51 / 51,2.793 / 3.129 / 35 / 35,2.744 / 3.419 / 42 / 42
20,2-13,1.075 / 1.075 / 68 / 68,1.398 / 1.402 / 28 / 28,1.075 / 1.075 / 64 / 64,1.158 / 1.279 / 24 / 24
21,2-14,3.532 / 3.808 / 58 / 58,2.450 / 2.684 / 68 / 68,1.541 / 3.363 / 30 / 30,3.591 / 4.104 / 49 / 49
22,2-15,3.615 / 3.848 / 31 / 31,3.885 / 4.158 / 37 / 37,2.306 / 2.459 / 49 / 49,3.804 / 4.199 / 56 / 56
23,2-16,1.675 / 1.965 / 42 / 42,1.559 / 1.977 / 43 / 43,2.034 / 2.553 / 34 / 34,1.696 / 1.977 / 53 / 53
24,2-17,2.671 / 2.951 / 43 / 43,2.263 / 2.681 / 18 / 18,2.705 / 2.951 / 51 / 51,9.387 / 19.010 / 52 / 52
25,2-18,3.122 / 3.349 / 59 / 59,3.135 / 3.349 / 23 / 23,3.314 / 3.578 / 73 / 73,3.273 / 3.879 / 76 / 76
26,2-19,1.775 / 3.859 / 62 / 62,1.611 / 1.928 / 60 / 60,1.775 / 1.928 / 52 / 52,1.951 / 5.517 / 60 / 60
27,2-20,0.891 / 0.891 / 37 / 37,1.111 / 1.212 / 41 / 41,2.109 / 3.058 / 58 / 58,0.936 / 1.113 / 30 / 30
