,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.279 / 1.279 / 99 / 99,1.249 / 1.249 / 99 / 99
1,1-1,1.437 / 1.682 / 99 / 99,1.474 / 1.682 / 99 / 99,1.652 / 1.704 / 99 / 99,1.646 / 1.673 / 99 / 99
2,1-2,1.946 / 2.239 / 99 / 99,1.884 / 2.239 / 99 / 99,2.034 / 2.239 / 99 / 99,2.227 / 2.466 / 99 / 99
3,1-3,1.102 / 1.529 / 99 / 99,1.299 / 1.529 / 99 / 99,1.461 / 1.615 / 99 / 99,1.073 / 1.361 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.606 / 1.975 / 99 / 99,1.772 / 1.975 / 99 / 99,2.156 / 2.292 / 99 / 99,1.476 / 1.790 / 99 / 99
6,2-0,1.285 / 2.211 / 9 / 19,1.272 / 2.032 / 30 / 56,1.129 / 1.129 / 59 / 59,-1.000 / -1.000 / 0 / 19
7,2-1,0.552 / 0.552 / 45 / 45,0.552 / 0.552 / 70 / 70,1.461 / 1.479 / 35 / 35,0.552 / 0.552 / 45 / 45
8,2-2,0.940 / 0.940 / 43 / 43,0.940 / 0.940 / 48 / 48,0.940 / 0.940 / 45 / 45,0.940 / 0.940 / 40 / 40
9,2-3,2.247 / 2.396 / 47 / 47,2.307 / 2.593 / 52 / 52,0.894 / 0.894 / 68 / 68,2.208 / 2.208 / 51 / 51
10,2-4,1.352 / 1.353 / 40 / 40,1.352 / 1.353 / 42 / 42,0.879 / 1.210 / 74 / 74,1.390 / 1.394 / 62 / 62
11,2-5,1.079 / 1.079 / 62 / 62,1.079 / 1.079 / 50 / 50,1.079 / 1.079 / 30 / 30,1.079 / 1.079 / 42 / 42
