,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,2-0,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 38
5,2-1,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 18
6,2-2,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 23,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 34
7,2-3,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 71
8,2-4,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 41
9,2-5,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 40
10,2-6,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 40
11,2-7,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 21,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 50
12,2-8,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 43
13,2-9,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 33
14,2-10,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 61
15,2-11,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 40
