,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.249 / 1.380 / 99 / 99,1.287 / 1.380 / 99 / 99,1.261 / 1.380 / 99 / 99,1.267 / 1.687 / 99 / 99
1,1-1,1.152 / 1.313 / 99 / 99,1.181 / 1.313 / 99 / 99,1.191 / 1.405 / 99 / 99,1.006 / 1.313 / 99 / 99
2,1-2,0.907 / 1.063 / 99 / 99,0.931 / 1.162 / 99 / 99,0.940 / 1.063 / 99 / 99,1.014 / 1.464 / 99 / 99
3,1-3,1.405 / 1.771 / 99 / 99,1.418 / 1.771 / 99 / 99,1.428 / 1.771 / 99 / 99,1.259 / 1.771 / 99 / 99
4,1-4,1.818 / 2.175 / 99 / 99,1.830 / 2.175 / 99 / 99,1.840 / 2.175 / 99 / 99,1.675 / 2.175 / 99 / 99
5,2-0,0.714 / 0.714 / 40 / 40,0.718 / 0.909 / 48 / 48,0.714 / 0.714 / 50 / 50,0.714 / 0.714 / 77 / 77
6,2-1,1.083 / 1.394 / 64 / 64,1.064 / 1.394 / 63 / 63,1.081 / 1.394 / 55 / 55,1.033 / 2.020 / 24 / 24
7,2-2,1.379 / 1.453 / 40 / 40,1.333 / 1.453 / 45 / 45,1.352 / 1.534 / 55 / 55,1.228 / 1.905 / 42 / 42
8,2-3,1.047 / 1.468 / 48 / 48,1.038 / 1.038 / 41 / 41,1.041 / 1.141 / 44 / 44,1.508 / 1.856 / 47 / 47
9,2-4,0.660 / 0.660 / 35 / 35,0.660 / 0.660 / 49 / 49,0.660 / 0.660 / 54 / 54,0.937 / 0.977 / 57 / 57
