,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.700 / 2.500 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.940 / 2.500 / 99 / 99,1.764 / 2.370 / 99 / 99
1,1-1,0.760 / 1.126 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,0.760 / 1.126 / 99 / 99,0.761 / 1.143 / 99 / 99
2,1-2,1.480 / 1.887 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.479 / 2.019 / 99 / 99,2.472 / 3.003 / 99 / 99
3,1-3,1.277 / 1.916 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.360 / 1.833 / 99 / 99,1.275 / 1.924 / 99 / 99
4,1-4,1.646 / 2.103 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.648 / 2.103 / 99 / 99,1.624 / 2.033 / 99 / 99
5,1-5,1.240 / 1.922 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.407 / 1.842 / 99 / 99,2.045 / 2.502 / 99 / 99
6,1-6,1.375 / 1.382 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.371 / 1.382 / 99 / 99,1.373 / 1.382 / 99 / 99
7,1-7,1.790 / 2.435 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.633 / 2.435 / 99 / 99,1.898 / 2.435 / 99 / 99
8,1-8,1.810 / 2.085 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.043 / 2.298 / 99 / 99,2.397 / 2.491 / 99 / 99
9,1-9,1.813 / 2.134 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.078 / 2.327 / 99 / 99,2.019 / 2.425 / 99 / 99
10,1-10,1.025 / 1.293 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.038 / 1.293 / 99 / 99,1.209 / 1.763 / 99 / 99
11,1-11,1.610 / 2.003 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.537 / 2.003 / 99 / 99,1.843 / 2.163 / 99 / 99
12,1-12,2.202 / 2.481 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.436 / 2.674 / 99 / 99,2.522 / 3.074 / 99 / 99
13,1-13,1.347 / 1.541 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.276 / 1.541 / 99 / 99,1.466 / 1.698 / 99 / 99
14,1-14,1.691 / 2.224 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.602 / 2.264 / 99 / 99,1.661 / 2.059 / 99 / 99
15,1-15,1.420 / 1.759 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.262 / 1.692 / 99 / 99,1.621 / 1.759 / 99 / 99
16,1-16,1.750 / 2.500 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.698 / 2.500 / 99 / 99,1.705 / 2.500 / 99 / 99
17,1-17,1.097 / 1.188 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.089 / 1.188 / 99 / 99,1.059 / 1.188 / 99 / 99
18,1-18,2.035 / 2.232 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.683 / 2.170 / 99 / 99,1.724 / 1.884 / 99 / 99
19,1-19,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.017 / 1.061 / 99 / 99,1.106 / 1.106 / 99 / 99
20,2-0,1.021 / 1.668 / 52 / 52,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 36,1.127 / 1.974 / 65 / 65,0.972 / 1.353 / 40 / 40
21,2-1,1.081 / 1.569 / 45 / 45,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 31,1.142 / 1.561 / 17 / 17,1.265 / 1.569 / 65 / 65
22,2-2,0.931 / 1.361 / 36 / 36,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 38,0.973 / 1.395 / 26 / 26,1.017 / 1.395 / 78 / 78
23,2-3,0.896 / 0.896 / 51 / 51,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 62,0.896 / 0.896 / 47 / 47,0.896 / 0.896 / 30 / 30
24,2-4,1.299 / 2.313 / 43 / 43,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 59,1.418 / 2.313 / 33 / 33,1.222 / 1.611 / 47 / 47
25,2-5,0.985 / 1.153 / 39 / 39,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 24,0.968 / 1.153 / 55 / 55,1.089 / 1.354 / 42 / 42
26,2-6,0.931 / 1.526 / 82 / 82,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 48,0.931 / 1.068 / 70 / 70,0.912 / 1.068 / 58 / 58
27,2-7,1.008 / 1.272 / 38 / 38,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 52,1.123 / 1.395 / 33 / 33,2.046 / 2.507 / 83 / 83
28,2-8,0.972 / 1.260 / 52 / 52,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 32,0.996 / 1.260 / 47 / 47,1.028 / 1.260 / 52 / 52
29,2-9,1.079 / 1.309 / 29 / 29,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 71,1.010 / 1.216 / 35 / 35,0.704 / 0.878 / 47 / 47
30,2-10,1.213 / 1.586 / 64 / 64,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 53,1.187 / 1.324 / 42 / 42,1.443 / 1.880 / 38 / 38
31,2-11,0.941 / 0.941 / 38 / 38,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 55,0.952 / 1.697 / 68 / 68,0.941 / 0.941 / 42 / 42
32,2-12,1.311 / 1.721 / 63 / 63,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 61,1.393 / 1.721 / 30 / 30,1.356 / 2.211 / 72 / 72
33,2-13,1.008 / 1.198 / 83 / 83,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 80,1.151 / 2.284 / 56 / 56,1.048 / 2.131 / 60 / 60
34,2-14,0.890 / 0.890 / 55 / 55,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 63,0.890 / 0.890 / 47 / 47,0.890 / 0.890 / 36 / 36
35,2-15,1.353 / 1.960 / 38 / 38,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 18,1.187 / 1.663 / 77 / 77,1.139 / 1.957 / 55 / 55
36,2-16,1.174 / 1.671 / 25 / 25,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 53,1.083 / 1.720 / 63 / 63,0.968 / 1.302 / 36 / 36
37,2-17,1.058 / 1.565 / 79 / 79,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 68,1.059 / 1.565 / 47 / 47,1.033 / 1.182 / 59 / 59
38,2-18,1.030 / 1.195 / 73 / 73,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 43,1.119 / 1.278 / 43 / 43,0.908 / 0.908 / 18 / 18
39,2-19,1.377 / 1.972 / 56 / 56,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 24,1.225 / 1.625 / 41 / 41,1.023 / 1.268 / 46 / 46
