,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.352 / 1.988 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.594 / 2.012 / 99 / 99
1,1-1,1.307 / 1.744 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.412 / 1.801 / 99 / 99
2,1-2,1.468 / 1.840 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.645 / 1.913 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
4,1-4,0.919 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.422 / 1.501 / 99 / 99
5,1-5,1.872 / 2.219 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.939 / 2.283 / 99 / 99
6,1-6,2.090 / 2.211 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.095 / 2.835 / 99 / 99
7,1-7,1.278 / 1.800 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.828 / 2.109 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.772 / 2.981 / 99 / 99
9,1-9,1.304 / 2.039 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.307 / 1.673 / 99 / 99
10,1-10,1.222 / 1.441 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.602 / 1.869 / 99 / 99
11,1-11,1.365 / 1.365 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.152 / 2.188 / 99 / 99
12,1-12,1.240 / 1.639 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.281 / 1.639 / 99 / 99
13,1-13,1.857 / 1.857 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.736 / 2.776 / 99 / 99
14,1-14,2.121 / 2.121 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.208 / 2.208 / 99 / 99
15,1-15,1.949 / 2.264 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.969 / 2.264 / 99 / 99
16,1-16,1.395 / 1.754 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.425 / 2.102 / 99 / 99
17,1-17,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
18,1-18,1.194 / 1.313 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.304 / 1.534 / 99 / 99
19,1-19,2.348 / 2.737 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.231 / 2.737 / 99 / 99
20,2-0,1.196 / 1.427 / 68 / 68,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 50,1.344 / 1.688 / 49 / 49
21,2-1,0.952 / 0.952 / 52 / 52,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 51,0.952 / 0.952 / 59 / 59
22,2-2,0.934 / 1.277 / 29 / 29,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 44,1.029 / 1.277 / 37 / 37
23,2-3,1.053 / 1.356 / 65 / 65,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 60,1.117 / 1.594 / 26 / 26
24,2-4,1.132 / 1.344 / 51 / 51,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 73,1.218 / 1.344 / 59 / 59
25,2-5,0.971 / 1.202 / 37 / 37,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 65,-1.000 / -1.000 / 0 / 59,0.904 / 1.261 / 45 / 45
26,2-6,0.931 / 1.615 / 22 / 22,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 48,0.898 / 0.898 / 21 / 21
27,2-7,1.332 / 1.582 / 46 / 46,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 37,1.252 / 1.582 / 64 / 64
28,2-8,1.114 / 1.407 / 60 / 60,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 42,1.245 / 1.462 / 35 / 35
29,2-9,1.049 / 1.435 / 37 / 37,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 35,1.124 / 1.473 / 78 / 78
30,2-10,1.090 / 1.350 / 59 / 59,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 54,1.048 / 1.350 / 48 / 48
31,2-11,0.941 / 0.941 / 24 / 24,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 22,1.072 / 1.335 / 51 / 51
32,2-12,0.920 / 0.920 / 52 / 52,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 31,0.920 / 0.920 / 38 / 38
33,2-13,1.060 / 1.367 / 28 / 28,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 63,1.285 / 1.625 / 56 / 56
34,2-14,0.890 / 0.890 / 51 / 51,-1.000 / -1.000 / 0 / 31,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 72,0.890 / 0.890 / 74 / 74
35,2-15,0.891 / 0.891 / 27 / 27,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 61,1.952 / 1.952 / 39 / 39
36,2-16,0.894 / 0.901 / 48 / 48,-1.000 / -1.000 / 0 / 79,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 46,0.857 / 0.857 / 47 / 47
