,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.508 / 2.447 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.379 / 2.166 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.085 / 1.322 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.221 / 1.638 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.360 / 1.667 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.116 / 1.425 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.200 / 1.425 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.218 / 1.484 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.317 / 1.484 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.465 / 1.727 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.438 / 1.629 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,2.287 / 2.624 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.291 / 2.624 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.245 / 1.277 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.194 / 1.277 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.670 / 2.089 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.707 / 2.089 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.465 / 1.722 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.490 / 1.722 / 99 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.135 / 1.279 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.037 / 1.192 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.668 / 1.825 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.675 / 1.825 / 99 / 99,-1.000 / -1.000 / 0 / 99
13,1-13,1.716 / 2.017 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.629 / 2.017 / 99 / 99,-1.000 / -1.000 / 0 / 99
14,1-14,1.132 / 1.290 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.161 / 1.290 / 99 / 99,-1.000 / -1.000 / 0 / 99
15,1-15,1.776 / 2.564 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.619 / 2.564 / 99 / 99,-1.000 / -1.000 / 0 / 99
16,1-16,1.695 / 1.865 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.731 / 1.865 / 99 / 99,-1.000 / -1.000 / 0 / 99
17,1-17,2.419 / 2.949 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.496 / 2.949 / 99 / 99,-1.000 / -1.000 / 0 / 99
