,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.503 / 1.807 / 99 / 99,1.834 / 2.153 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.534 / 1.947 / 99 / 99,1.609 / 1.932 / 99 / 99
1,1-1,1.368 / 1.697 / 99 / 99,2.167 / 2.526 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.309 / 1.697 / 99 / 99,1.300 / 1.697 / 99 / 99
2,1-2,1.244 / 1.363 / 99 / 99,1.269 / 1.460 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.235 / 1.363 / 99 / 99,1.271 / 1.363 / 99 / 99
3,1-3,1.268 / 1.655 / 99 / 99,1.351 / 1.800 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.292 / 1.655 / 99 / 99,1.289 / 1.655 / 99 / 99
4,1-4,1.192 / 1.372 / 99 / 99,1.976 / 2.083 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.237 / 1.372 / 99 / 99,1.120 / 1.372 / 99 / 99
5,1-5,1.197 / 1.342 / 99 / 99,1.169 / 1.541 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.502 / 1.708 / 99 / 99,1.900 / 2.021 / 99 / 99
6,1-6,1.155 / 1.421 / 99 / 99,1.690 / 1.941 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.502 / 1.665 / 99 / 99,1.904 / 2.405 / 99 / 99
7,1-7,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
8,1-8,1.239 / 1.723 / 99 / 99,1.400 / 1.856 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.200 / 1.359 / 99 / 99,1.268 / 1.359 / 99 / 99
9,1-9,1.038 / 1.300 / 99 / 99,0.979 / 1.019 / 99 / 99,-1.000 / -1.000 / 0 / 99,0.965 / 1.019 / 99 / 99,1.073 / 1.300 / 99 / 99
10,1-10,2.267 / 2.761 / 99 / 99,2.126 / 2.761 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.234 / 2.761 / 99 / 99,2.089 / 2.761 / 99 / 99
11,1-11,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
12,1-12,1.192 / 1.563 / 99 / 99,1.539 / 1.889 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.170 / 1.576 / 99 / 99,1.367 / 1.758 / 99 / 99
13,1-13,1.811 / 2.076 / 99 / 99,2.448 / 2.634 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.753 / 2.046 / 99 / 99,1.719 / 2.076 / 99 / 99
14,1-14,1.938 / 2.193 / 99 / 99,2.582 / 2.740 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.967 / 2.193 / 99 / 99,2.052 / 2.193 / 99 / 99
15,1-15,1.311 / 1.501 / 99 / 99,1.633 / 1.987 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.235 / 1.501 / 99 / 99,1.249 / 1.501 / 99 / 99
16,1-16,1.453 / 1.945 / 99 / 99,1.176 / 1.945 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.426 / 1.945 / 99 / 99,1.671 / 1.945 / 99 / 99
17,1-17,2.344 / 2.598 / 99 / 99,3.141 / 3.332 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.373 / 2.598 / 99 / 99,2.458 / 2.598 / 99 / 99
18,1-18,1.425 / 1.825 / 99 / 99,1.421 / 1.421 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.421 / 1.421 / 99 / 99,1.421 / 1.421 / 99 / 99
19,1-19,2.916 / 3.193 / 99 / 99,3.246 / 3.393 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.948 / 3.193 / 99 / 99,3.041 / 3.193 / 99 / 99
20,2-0,0.952 / 0.952 / 30 / 30,0.952 / 0.952 / 47 / 47,-1.000 / -1.000 / 0 / 53,0.952 / 0.952 / 38 / 38,0.952 / 0.952 / 61 / 61
21,2-1,0.891 / 0.891 / 50 / 50,0.891 / 0.891 / 29 / 29,-1.000 / -1.000 / 0 / 51,0.891 / 0.891 / 42 / 42,0.891 / 0.891 / 52 / 52
22,2-2,0.957 / 1.670 / 37 / 37,1.026 / 1.642 / 51 / 51,-1.000 / -1.000 / 0 / 67,1.240 / 1.642 / 39 / 39,0.992 / 1.256 / 59 / 59
23,2-3,1.240 / 1.285 / 41 / 41,1.047 / 1.285 / 63 / 63,-1.000 / -1.000 / 0 / 58,1.112 / 1.285 / 70 / 70,1.054 / 1.285 / 57 / 57
24,2-4,0.963 / 0.966 / 51 / 51,0.960 / 0.966 / 74 / 74,-1.000 / -1.000 / 0 / 21,0.961 / 0.966 / 63 / 63,0.980 / 1.590 / 32 / 32
25,2-5,1.217 / 1.736 / 41 / 41,1.171 / 1.333 / 53 / 53,-1.000 / -1.000 / 0 / 41,1.144 / 1.736 / 54 / 54,1.402 / 1.736 / 52 / 52
26,2-6,0.930 / 0.930 / 67 / 67,0.930 / 0.930 / 54 / 54,-1.000 / -1.000 / 0 / 36,0.937 / 1.370 / 63 / 63,0.930 / 0.930 / 66 / 66
27,2-7,0.891 / 0.891 / 67 / 67,0.891 / 0.891 / 32 / 32,-1.000 / -1.000 / 0 / 41,0.891 / 0.891 / 51 / 51,0.891 / 0.891 / 55 / 55
28,2-8,0.930 / 0.930 / 58 / 58,0.930 / 0.930 / 27 / 27,-1.000 / -1.000 / 0 / 77,0.930 / 0.930 / 47 / 47,0.930 / 0.930 / 48 / 48
29,2-9,0.645 / 0.645 / 24 / 24,1.118 / 1.407 / 33 / 33,-1.000 / -1.000 / 0 / 36,0.645 / 0.645 / 40 / 40,0.645 / 0.645 / 53 / 53
30,2-10,1.173 / 1.696 / 58 / 58,1.285 / 1.384 / 59 / 59,-1.000 / -1.000 / 0 / 52,1.133 / 1.346 / 53 / 53,1.166 / 1.346 / 63 / 63
31,2-11,1.222 / 1.582 / 61 / 61,0.955 / 1.366 / 71 / 71,-1.000 / -1.000 / 0 / 35,1.229 / 1.804 / 49 / 49,1.372 / 1.517 / 65 / 65
32,2-12,0.947 / 1.264 / 45 / 45,1.183 / 1.469 / 53 / 53,-1.000 / -1.000 / 0 / 58,0.973 / 1.165 / 35 / 35,1.072 / 1.165 / 42 / 42
33,2-13,0.890 / 0.890 / 56 / 56,0.890 / 0.890 / 38 / 38,-1.000 / -1.000 / 0 / 66,0.890 / 0.890 / 50 / 50,0.890 / 0.890 / 68 / 68
34,2-14,1.023 / 1.388 / 54 / 54,1.109 / 1.849 / 41 / 41,-1.000 / -1.000 / 0 / 44,0.944 / 1.849 / 66 / 66,0.985 / 1.388 / 33 / 33
35,2-15,0.976 / 1.478 / 65 / 65,1.012 / 1.186 / 50 / 50,-1.000 / -1.000 / 0 / 66,1.021 / 1.478 / 51 / 51,1.075 / 1.478 / 63 / 63
36,2-16,1.045 / 1.370 / 27 / 27,1.080 / 1.604 / 59 / 59,-1.000 / -1.000 / 0 / 29,1.087 / 1.612 / 42 / 42,1.292 / 1.887 / 65 / 65
37,2-17,1.448 / 2.066 / 56 / 56,2.135 / 2.418 / 16 / 16,-1.000 / -1.000 / 0 / 47,1.608 / 2.418 / 63 / 63,1.394 / 2.418 / 50 / 50
38,2-18,0.909 / 0.909 / 45 / 45,0.909 / 0.909 / 50 / 50,-1.000 / -1.000 / 0 / 44,0.909 / 0.909 / 38 / 38,0.909 / 0.909 / 38 / 38
39,2-19,1.320 / 2.205 / 86 / 86,1.327 / 1.704 / 69 / 69,-1.000 / -1.000 / 0 / 57,1.079 / 1.409 / 44 / 44,1.073 / 1.785 / 42 / 42
