,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.223 / 1.395 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.294 / 1.395 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.033 / 1.273 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.088 / 1.273 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.146 / 1.538 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.856 / 1.968 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.542 / 2.232 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.582 / 2.007 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.266 / 1.739 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.280 / 1.739 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.177 / 1.481 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.097 / 1.246 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.556 / 2.052 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.815 / 2.257 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.520 / 1.703 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.474 / 1.894 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.501 / 1.707 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.701 / 1.831 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.169 / 1.335 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.156 / 1.335 / 99 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.510 / 1.703 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.465 / 1.809 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.181 / 1.408 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.202 / 1.408 / 99 / 99,-1.000 / -1.000 / 0 / 99
