,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.112 / 1.493 / 99 / 99,1.187 / 1.587 / 99 / 99,-1.000 / -1.000 / 0 / 99,0.856 / 1.235 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.088 / 1.165 / 99 / 99,0.775 / 1.562 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.072 / 1.171 / 99 / 99,1.183 / 1.297 / 99 / 99
2,1-2,1.170 / 1.170 / 99 / 99,1.030 / 1.740 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.170 / 1.170 / 99 / 99,1.170 / 1.170 / 99 / 99
3,1-3,1.567 / 2.076 / 99 / 99,1.776 / 2.563 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.544 / 2.076 / 99 / 99,1.986 / 2.518 / 99 / 99
4,1-4,1.174 / 1.786 / 99 / 99,1.351 / 1.540 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.432 / 1.786 / 99 / 99,1.121 / 1.540 / 99 / 99
5,1-5,1.588 / 1.935 / 99 / 99,1.985 / 2.337 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.557 / 1.935 / 99 / 99,1.579 / 1.935 / 99 / 99
6,1-6,1.413 / 1.977 / 99 / 99,1.566 / 2.323 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.582 / 2.269 / 99 / 99,1.294 / 1.678 / 99 / 99
7,1-7,2.159 / 2.591 / 99 / 99,2.428 / 2.946 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.003 / 2.535 / 99 / 99,2.965 / 3.421 / 99 / 99
8,1-8,1.767 / 1.958 / 99 / 99,2.534 / 3.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.751 / 2.018 / 99 / 99,1.587 / 1.741 / 99 / 99
9,1-9,1.156 / 1.628 / 99 / 99,1.413 / 1.978 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.761 / 2.142 / 99 / 99,1.208 / 1.628 / 99 / 99
10,1-10,1.323 / 1.323 / 99 / 99,1.116 / 1.116 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.351 / 1.351 / 99 / 99,1.116 / 1.116 / 99 / 99
11,1-11,1.000 / 1.000 / 99 / 99,1.538 / 1.560 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
12,1-12,1.080 / 1.272 / 99 / 99,1.719 / 2.316 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.107 / 1.272 / 99 / 99,1.797 / 1.797 / 99 / 99
13,1-13,1.399 / 1.508 / 99 / 99,2.155 / 2.469 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.444 / 1.508 / 99 / 99,1.802 / 1.810 / 99 / 99
14,1-14,1.751 / 2.111 / 99 / 99,2.190 / 2.646 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.747 / 1.858 / 99 / 99,2.358 / 2.608 / 99 / 99
15,1-15,1.784 / 2.098 / 99 / 99,2.647 / 2.724 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.215 / 2.481 / 99 / 99,2.465 / 2.877 / 99 / 99
16,1-16,1.374 / 1.514 / 99 / 99,1.563 / 1.567 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.290 / 1.453 / 99 / 99,1.097 / 2.086 / 99 / 99
17,1-17,1.168 / 1.376 / 99 / 99,2.131 / 2.378 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.401 / 1.629 / 99 / 99,1.787 / 1.891 / 99 / 99
18,1-18,1.280 / 1.550 / 99 / 99,1.422 / 1.789 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.334 / 1.729 / 99 / 99,2.192 / 2.619 / 99 / 99
19,1-19,1.231 / 1.410 / 99 / 99,1.337 / 1.774 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.473 / 1.761 / 99 / 99,1.375 / 1.662 / 99 / 99
20,2-0,0.893 / 0.893 / 64 / 64,1.781 / 1.979 / 39 / 39,-1.000 / -1.000 / 0 / 34,0.893 / 0.893 / 62 / 62,0.893 / 0.893 / 66 / 66
