,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.302 / 1.704 / 99 / 99,1.613 / 1.940 / 99 / 99,1.376 / 1.887 / 99 / 99,1.371 / 1.627 / 99 / 99
1,1-1,1.228 / 1.369 / 99 / 99,1.127 / 1.369 / 99 / 99,1.142 / 1.369 / 99 / 99,1.183 / 1.369 / 99 / 99
2,1-2,1.241 / 2.033 / 99 / 99,1.345 / 2.033 / 99 / 99,3.060 / 3.612 / 99 / 99,1.889 / 3.141 / 99 / 99
3,1-3,1.694 / 1.761 / 99 / 99,1.682 / 1.878 / 99 / 99,1.685 / 1.704 / 99 / 99,1.618 / 1.687 / 99 / 99
4,2-0,1.235 / 1.486 / 36 / 36,1.863 / 2.258 / 53 / 53,1.565 / 1.792 / 41 / 41,1.248 / 1.486 / 49 / 49
5,2-1,1.589 / 2.013 / 57 / 57,1.434 / 1.991 / 47 / 47,1.163 / 1.704 / 58 / 58,1.176 / 1.842 / 65 / 65
6,2-2,1.860 / 1.860 / 72 / 72,1.929 / 1.929 / 39 / 39,1.987 / 2.085 / 67 / 67,1.890 / 2.099 / 40 / 40
7,2-3,2.449 / 2.712 / 78 / 78,2.512 / 2.926 / 65 / 65,2.088 / 2.197 / 64 / 64,2.325 / 2.706 / 44 / 44
8,2-4,1.085 / 1.085 / 32 / 32,1.499 / 1.499 / 47 / 47,1.315 / 1.364 / 57 / 57,1.156 / 1.156 / 37 / 37
9,2-5,0.997 / 1.314 / 23 / 23,1.036 / 1.314 / 35 / 35,2.703 / 2.989 / 46 / 46,1.328 / 1.683 / 52 / 52
10,2-6,1.599 / 1.740 / 43 / 43,1.563 / 1.740 / 23 / 23,1.610 / 1.740 / 41 / 41,1.608 / 1.839 / 42 / 42
11,2-7,1.416 / 1.468 / 24 / 24,1.609 / 1.949 / 64 / 64,1.368 / 1.668 / 66 / 66,1.388 / 1.881 / 57 / 57
12,2-8,1.088 / 1.424 / 49 / 49,0.994 / 1.254 / 47 / 47,0.981 / 1.220 / 25 / 25,1.074 / 1.424 / 66 / 66
13,2-9,1.759 / 1.973 / 53 / 53,1.781 / 1.973 / 32 / 32,2.750 / 3.595 / 40 / 40,1.149 / 1.715 / 64 / 64
14,2-10,0.941 / 0.941 / 61 / 61,0.941 / 0.941 / 34 / 34,0.941 / 0.941 / 37 / 37,0.941 / 0.941 / 49 / 49
15,2-11,1.636 / 1.953 / 49 / 49,1.375 / 1.715 / 57 / 57,1.368 / 1.715 / 25 / 25,1.584 / 1.986 / 54 / 54
