,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.581 / 2.243 / 99 / 99,1.999 / 2.391 / 99 / 99,1.853 / 2.197 / 99 / 99,1.609 / 2.520 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.973 / 2.045 / 99 / 99,1.913 / 1.913 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.695 / 2.138 / 99 / 99,1.598 / 2.138 / 99 / 99,1.553 / 2.138 / 99 / 99,1.546 / 2.138 / 99 / 99
3,1-3,1.997 / 2.462 / 99 / 99,1.935 / 2.462 / 99 / 99,1.994 / 2.462 / 99 / 99,1.980 / 2.462 / 99 / 99
4,1-4,1.240 / 1.533 / 99 / 99,1.940 / 2.054 / 99 / 99,1.670 / 1.999 / 99 / 99,1.291 / 1.533 / 99 / 99
5,2-0,0.899 / 0.899 / 53 / 53,1.093 / 1.093 / 60 / 60,0.899 / 0.899 / 31 / 31,0.899 / 0.899 / 39 / 39
6,2-1,3.054 / 3.189 / 37 / 37,2.961 / 2.961 / 47 / 47,2.961 / 2.961 / 30 / 30,3.023 / 3.189 / 28 / 28
7,2-2,1.130 / 1.841 / 47 / 47,1.609 / 1.993 / 48 / 48,1.549 / 1.813 / 67 / 67,1.141 / 1.584 / 32 / 32
8,2-3,1.991 / 2.419 / 70 / 70,2.037 / 2.419 / 54 / 54,2.101 / 2.419 / 62 / 62,1.869 / 1.869 / 37 / 37
9,2-4,1.802 / 2.126 / 70 / 70,2.533 / 2.833 / 54 / 54,2.167 / 2.715 / 40 / 40,1.686 / 2.005 / 53 / 53
10,2-5,0.898 / 0.898 / 35 / 35,0.898 / 0.898 / 36 / 36,0.898 / 0.898 / 38 / 38,0.898 / 0.898 / 47 / 47
11,2-6,1.542 / 1.851 / 69 / 69,1.458 / 1.608 / 29 / 29,1.432 / 1.608 / 55 / 55,1.448 / 1.851 / 74 / 74
12,2-7,1.152 / 3.279 / 53 / 53,1.097 / 3.574 / 69 / 69,0.930 / 0.930 / 41 / 41,1.296 / 3.320 / 75 / 75
13,2-8,1.660 / 2.131 / 52 / 52,1.709 / 2.135 / 58 / 58,1.614 / 2.131 / 59 / 59,1.595 / 1.817 / 31 / 31
14,2-9,1.325 / 1.853 / 42 / 42,1.348 / 1.535 / 48 / 48,1.307 / 1.853 / 41 / 41,1.650 / 3.418 / 52 / 52
15,2-10,1.346 / 1.346 / 50 / 50,1.346 / 1.346 / 43 / 43,1.346 / 1.346 / 38 / 38,1.346 / 1.346 / 59 / 59
16,2-11,1.653 / 2.488 / 54 / 54,1.718 / 2.195 / 75 / 75,1.648 / 2.095 / 45 / 45,1.736 / 2.056 / 58 / 58
17,2-12,2.377 / 2.791 / 53 / 53,2.287 / 2.479 / 40 / 40,2.395 / 2.791 / 41 / 41,2.304 / 2.791 / 46 / 46
18,2-13,2.160 / 2.346 / 49 / 49,2.135 / 2.182 / 57 / 57,2.134 / 2.134 / 57 / 57,2.175 / 2.346 / 23 / 23
19,2-14,1.367 / 1.592 / 29 / 29,1.360 / 1.592 / 37 / 37,1.454 / 1.592 / 56 / 56,1.470 / 1.982 / 57 / 57
