,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,0.919 / 1.255 / 99 / 99,1.289 / 1.513 / 99 / 99,1.796 / 2.138 / 99 / 99,1.023 / 1.340 / 99 / 99
1,1-1,1.826 / 2.600 / 99 / 99,1.782 / 2.665 / 99 / 99,1.730 / 2.540 / 99 / 99,1.512 / 2.164 / 99 / 99
2,1-2,2.603 / 3.524 / 99 / 99,2.666 / 3.333 / 99 / 99,2.590 / 3.267 / 99 / 99,2.662 / 3.803 / 99 / 99
3,1-3,1.273 / 1.738 / 99 / 99,1.740 / 2.446 / 99 / 99,2.118 / 2.592 / 99 / 99,1.233 / 1.738 / 99 / 99
4,1-4,1.538 / 2.009 / 99 / 99,1.885 / 2.297 / 99 / 99,1.982 / 2.357 / 99 / 99,1.655 / 2.285 / 99 / 99
5,1-5,1.289 / 1.585 / 99 / 99,1.923 / 2.469 / 99 / 99,2.130 / 2.532 / 99 / 99,1.170 / 1.585 / 99 / 99
6,1-6,1.109 / 1.318 / 99 / 99,1.428 / 1.703 / 99 / 99,1.541 / 1.976 / 99 / 99,1.157 / 1.318 / 99 / 99
7,2-0,1.506 / 1.942 / 48 / 48,1.475 / 1.942 / 38 / 38,1.284 / 1.590 / 43 / 43,1.442 / 2.022 / 44 / 44
8,2-1,2.901 / 3.518 / 61 / 61,2.678 / 3.164 / 57 / 57,2.623 / 3.005 / 54 / 54,2.560 / 3.333 / 44 / 44
9,2-2,1.539 / 2.099 / 42 / 42,1.585 / 2.099 / 36 / 36,1.624 / 2.304 / 50 / 50,1.754 / 2.253 / 41 / 41
10,2-3,1.321 / 2.069 / 43 / 43,0.992 / 1.359 / 49 / 49,1.111 / 2.197 / 51 / 51,1.079 / 1.359 / 54 / 54
11,2-4,2.419 / 2.810 / 45 / 45,2.080 / 2.513 / 32 / 32,2.070 / 2.304 / 48 / 48,2.297 / 2.612 / 44 / 44
12,2-5,2.407 / 2.694 / 37 / 37,2.417 / 2.649 / 68 / 68,2.147 / 2.151 / 50 / 50,2.072 / 2.362 / 34 / 34
13,2-6,1.104 / 1.651 / 43 / 43,1.094 / 1.382 / 60 / 60,0.890 / 1.094 / 54 / 54,0.791 / 1.012 / 58 / 58
14,2-7,3.479 / 4.057 / 41 / 41,3.428 / 3.843 / 48 / 48,2.323 / 2.694 / 39 / 39,3.404 / 4.148 / 60 / 60
15,2-8,1.719 / 2.295 / 60 / 60,1.663 / 2.295 / 47 / 47,1.707 / 2.039 / 51 / 51,1.679 / 2.064 / 38 / 38
16,2-9,2.036 / 2.351 / 34 / 34,0.910 / 0.921 / 56 / 56,0.913 / 0.921 / 39 / 39,1.932 / 2.118 / 48 / 48
17,2-10,1.325 / 1.978 / 65 / 65,1.367 / 1.845 / 40 / 40,0.746 / 0.914 / 58 / 58,1.609 / 1.810 / 36 / 36
18,2-11,1.491 / 2.035 / 43 / 43,1.421 / 1.648 / 32 / 32,1.038 / 1.694 / 44 / 44,1.332 / 1.694 / 48 / 48
19,2-12,1.911 / 2.308 / 55 / 55,1.326 / 1.632 / 56 / 56,1.280 / 1.709 / 65 / 65,1.227 / 1.468 / 39 / 39
20,2-13,1.612 / 1.806 / 64 / 64,1.588 / 1.892 / 15 / 15,1.520 / 1.707 / 48 / 48,1.544 / 1.707 / 37 / 37
21,2-14,2.949 / 3.377 / 38 / 38,1.492 / 1.707 / 75 / 75,1.618 / 1.887 / 56 / 56,1.324 / 1.638 / 39 / 39
22,2-15,1.131 / 1.327 / 57 / 57,1.177 / 1.327 / 41 / 41,1.188 / 1.994 / 38 / 38,1.179 / 1.327 / 48 / 48
23,2-16,1.535 / 2.056 / 38 / 38,1.795 / 2.096 / 35 / 35,1.641 / 2.499 / 40 / 40,1.640 / 1.696 / 28 / 28
24,2-17,1.144 / 1.564 / 42 / 42,1.469 / 1.836 / 52 / 52,1.484 / 1.870 / 60 / 60,1.205 / 1.564 / 73 / 73
25,2-18,1.167 / 1.662 / 54 / 54,1.211 / 1.799 / 52 / 52,1.343 / 1.662 / 51 / 51,1.227 / 1.469 / 68 / 68
26,2-19,0.702 / 0.895 / 45 / 45,0.977 / 0.977 / 53 / 53,1.310 / 1.427 / 63 / 63,0.701 / 0.977 / 75 / 75
27,2-20,2.059 / 2.508 / 42 / 42,2.155 / 2.686 / 22 / 22,1.195 / 2.207 / 48 / 48,2.411 / 2.656 / 41 / 41
