,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.954 / 1.000 /  9,1.102 / 1.169 /  9,1.004 / 1.207 /  9,1.047 / 1.214 /  9,1.190 / 1.190 /  9
1,1-1,0.845 / 1.000 /  9,0.810 / 1.256 /  9,0.866 / 1.760 /  9,0.799 / 0.984 /  9,0.896 / 1.445 /  9
2,1-2,1.113 / 1.509 /  9,1.000 / 1.000 /  9,2.031 / 2.257 /  9,1.066 / 1.299 /  9,1.879 / 1.954 /  9
3,1-3,1.280 / 1.321 /  9,1.268 / 1.268 /  9,1.296 / 1.522 /  9,1.280 / 1.321 /  9,1.765 / 1.830 /  9
4,1-4,1.058 / 1.519 /  9,1.030 / 1.267 /  9,1.167 / 2.500 /  9,1.055 / 1.166 /  9,1.000 / 1.000 /  9
5,2-0,1.172 / 1.172 /  4,1.055 / 1.055 /  6,1.055 / 1.055 /  8,1.230 / 1.230 /  7,1.692 / 1.924 /  5
6,2-1,0.892 / 0.892 /  8,0.900 / 0.933 /  5,0.892 / 0.892 /  8,0.892 / 0.892 /  8,1.229 / 1.229 /  7
7,2-2,0.984 / 0.984 /  8,0.984 / 0.984 /  7,0.997 / 1.074 /  5,0.984 / 0.984 /  7,1.170 / 1.278 /  8
8,2-3,1.099 / 2.743 /  9,0.893 / 0.893 /  9,1.129 / 1.954 /  9,0.893 / 0.893 /  4,0.893 / 0.893 /  6
9,2-4,1.237 / 1.237 /  7,1.237 / 1.237 /  7,1.057 / 1.057 /  6,1.237 / 1.237 /  7,0.892 / 0.892 /  8
10,2-5,1.237 / 1.237 /  7,0.890 / 0.890 /  7,0.890 / 0.890 /  4,1.336 / 1.710 /  7,1.237 / 1.237 /  4
11,2-6,1.826 / 1.979 /  8,1.662 / 1.820 /  6,1.630 / 1.630 /  7,1.859 / 1.859 /  9,1.665 / 1.665 /  7
12,2-7,1.068 / 1.239 /  7,1.048 / 1.239 /  9,1.591 / 1.802 /  7,1.030 / 1.239 /  7,1.330 / 1.421 /  5
13,2-8,2.040 / 2.397 /  9,2.125 / 2.425 /  7,2.054 / 2.459 /  8,2.080 / 2.425 /  6,1.881 / 2.459 /  7
14,2-9,1.501 / 1.745 /  8,1.534 / 1.648 /  8,1.528 / 1.745 /  9,1.487 / 1.648 /  9,1.813 / 1.813 / 10
