,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.016 / 1.070 /  9,1.010 / 1.070 /  9,1.003 / 1.003 /  9,1.000 / 1.000 /  9,1.201 / 1.201 /  9
1,1-1,1.000 / 1.000 /  9,1.041 / 1.372 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.126 / 1.377 /  9,2.396 / 2.396 /  9,1.424 / 1.627 /  9,1.368 / 1.368 /  9,1.084 / 1.377 /  9
3,1-3,1.450 / 1.450 /  9,1.848 / 1.848 /  9,1.887 / 1.980 /  9,1.450 / 1.450 /  9,1.450 / 1.450 /  9
4,1-4,1.297 / 1.347 /  9,1.292 / 1.347 /  9,1.508 / 1.574 /  9,1.292 / 1.301 /  9,1.472 / 1.472 /  9
5,2-0,0.971 / 0.971 /  7,0.971 / 0.971 /  9,1.013 / 1.045 /  7,0.971 / 0.971 / 10,0.971 / 0.971 /  5
6,2-1,0.989 / 1.025 /  8,1.046 / 1.080 / 10,0.930 / 1.185 /  7,1.009 / 1.085 /  8,0.976 / 0.984 /  9
7,2-2,1.073 / 1.095 /  4,1.014 / 1.127 /  7,1.103 / 1.328 /  7,1.070 / 1.095 /  7,1.103 / 1.328 /  7
8,2-3,2.220 / 2.583 /  9,1.127 / 1.127 /  5,1.127 / 1.127 /  6,2.175 / 2.175 /  6,2.175 / 2.175 /  6
9,2-4,1.010 / 1.268 /  8,1.052 / 1.105 /  8,0.853 / 0.895 /  8,0.987 / 0.987 /  7,0.976 / 0.987 /  9
10,2-5,0.930 / 0.930 / 10,0.930 / 0.930 /  5,1.567 / 1.685 /  7,0.930 / 0.930 /  9,1.149 / 1.149 / 10
11,2-6,0.934 / 0.944 /  7,1.051 / 1.258 /  4,0.870 / 0.901 /  8,0.981 / 1.167 /  6,0.941 / 0.944 /  8
12,2-7,1.193 / 1.434 /  8,1.324 / 1.434 /  9,0.952 / 0.952 /  9,1.032 / 1.434 /  6,1.193 / 1.434 /  8
13,2-8,1.171 / 1.368 /  7,1.305 / 1.368 /  5,0.908 / 0.908 /  6,1.023 / 1.368 /  4,1.266 / 1.368 /  9
14,2-9,1.372 / 1.372 /  8,1.116 / 1.116 /  7,1.023 / 1.023 /  7,1.372 / 1.372 /  6,1.166 / 1.166 /  6
