,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.040 / 1.360 /  9,1.129 / 1.143 /  9,1.252 / 1.509 /  9,1.040 / 1.360 /  9,1.801 / 1.802 /  9
1,1-1,1.007 / 1.061 /  9,1.508 / 1.745 /  9,1.282 / 1.367 /  9,1.492 / 1.646 /  9,1.107 / 1.343 /  9
2,1-2,1.586 / 1.651 /  9,1.434 / 1.688 /  9,1.390 / 1.494 /  9,1.810 / 2.022 /  9,1.384 / 1.779 /  9
3,1-3,0.816 / 1.000 /  9,0.816 / 1.000 /  9,0.875 / 1.531 /  9,0.844 / 1.256 /  9,0.893 / 1.696 /  9
4,1-4,1.099 / 1.293 /  9,1.123 / 1.510 /  9,1.248 / 2.029 /  9,1.112 / 1.413 /  9,1.398 / 1.599 /  9
5,2-0,1.148 / 1.349 /  4,0.936 / 1.040 /  7,1.405 / 1.590 /  8,0.910 / 1.040 /  9,1.071 / 1.071 /  6
6,2-1,1.022 / 1.022 /  8,1.022 / 1.022 /  8,1.155 / 2.223 /  9,1.022 / 1.022 /  7,1.487 / 1.514 /  5
7,2-2,1.002 / 1.271 /  7,0.894 / 0.894 /  8,0.941 / 1.271 /  8,0.894 / 0.894 /  8,0.894 / 0.894 /  6
8,2-3,1.009 / 1.349 /  6,1.155 / 1.349 /  7,0.941 / 0.941 / 10,1.084 / 1.574 /  6,1.404 / 1.404 /  6
9,2-4,1.703 / 1.703 /  7,1.769 / 2.102 /  6,1.703 / 1.703 /  8,1.703 / 1.703 /  9,2.466 / 2.752 /  7
10,2-5,0.926 / 1.062 /  6,1.351 / 1.441 /  5,1.146 / 1.146 /  5,1.222 / 1.222 /  6,0.932 / 1.055 /  8
11,2-6,1.000 / 1.000 /  8,1.012 / 1.068 /  6,1.070 / 1.491 /  8,1.000 / 1.000 / 10,1.021 / 1.285 /  9
12,2-7,1.300 / 1.553 / 10,0.894 / 0.894 /  7,1.314 / 1.586 / 11,1.264 / 1.553 /  5,1.776 / 2.371 /  7
13,2-8,0.894 / 0.894 /  7,0.894 / 0.894 /  4,0.941 / 1.271 /  8,0.957 / 1.271 /  6,1.125 / 1.703 /  7
14,2-9,1.568 / 1.634 / 10,1.288 / 1.617 /  7,1.355 / 1.634 / 10,1.209 / 1.527 /  9,1.118 / 1.118 /  7
