,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.042 / 1.379 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.084 / 1.379 /  9
1,1-1,1.000 / 1.000 /  9,1.429 / 1.704 /  9,1.080 / 1.720 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.036 / 1.328 /  9,1.036 / 1.328 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.036 / 1.328 /  9
3,1-3,1.000 / 1.000 /  9,1.183 / 1.501 /  9,1.162 / 1.501 /  9,1.042 / 1.380 /  9,1.000 / 1.000 /  9
4,1-4,1.358 / 1.358 /  9,1.600 / 1.901 /  9,1.600 / 1.901 /  9,1.396 / 1.697 /  9,1.410 / 1.591 /  9
5,2-0,1.177 / 1.177 / 10,1.177 / 1.177 /  6,1.177 / 1.177 /  7,1.177 / 1.177 /  6,1.177 / 1.177 /  6
6,2-1,0.991 / 0.991 / 11,1.082 / 1.263 /  6,0.991 / 0.991 /  8,0.991 / 0.991 / 10,1.021 / 1.263 /  9
7,2-2,0.920 / 0.920 /  6,1.086 / 1.375 /  6,1.028 / 1.028 /  6,1.117 / 1.249 /  5,0.920 / 0.920 /  6
8,2-3,0.998 / 1.290 / 10,0.890 / 0.890 /  4,1.254 / 1.290 / 10,1.013 / 1.290 /  6,1.044 / 1.290 / 10
9,2-4,0.894 / 0.894 /  4,0.920 / 1.074 /  7,0.894 / 0.894 /  8,0.894 / 0.894 /  8,0.894 / 0.894 /  8
10,2-5,0.886 / 0.986 /  6,1.043 / 1.137 /  8,1.003 / 1.137 /  7,0.871 / 0.884 /  7,0.868 / 0.884 /  8
11,2-6,1.028 / 1.224 /  6,0.930 / 0.930 /  7,0.995 / 1.224 /  9,0.940 / 1.001 /  7,0.940 / 1.001 /  7
12,2-7,0.890 / 0.890 /  9,1.441 / 1.728 /  9,1.165 / 1.717 /  3,0.890 / 0.890 /  6,0.890 / 0.890 / 10
13,2-8,0.819 / 1.107 /  6,0.762 / 0.762 /  8,0.762 / 0.762 /  6,0.762 / 0.762 /  6,0.762 / 0.762 /  8
14,2-9,0.896 / 0.896 /  4,0.931 / 1.040 /  8,0.896 / 0.896 / 10,0.896 / 0.896 /  4,0.896 / 0.896 /  7
