,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.413 / 1.453 /  9,1.156 / 1.282 /  9,1.195 / 1.476 /  9,1.359 / 1.453 /  9,1.394 / 1.823 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.697 / 2.036 /  9,1.173 / 1.394 /  9,1.000 / 1.000 /  9
2,1-2,1.152 / 1.196 /  9,1.633 / 1.718 /  9,1.927 / 2.226 /  9,1.644 / 1.772 /  9,1.440 / 1.594 /  9
3,1-3,1.335 / 1.335 /  9,1.491 / 1.491 /  9,1.523 / 1.790 /  9,1.335 / 1.335 /  9,1.524 / 1.524 /  9
4,1-4,1.000 / 1.000 /  9,1.212 / 1.212 /  9,1.147 / 1.441 /  9,1.101 / 1.272 /  9,1.061 / 1.294 /  9
5,2-0,0.887 / 0.887 /  9,1.071 / 1.624 /  4,0.887 / 0.887 /  7,0.887 / 0.887 /  5,0.887 / 0.887 /  4
6,2-1,1.228 / 1.228 /  7,1.264 / 1.557 /  9,1.228 / 1.228 /  9,1.228 / 1.228 /  6,1.228 / 1.228 / 11
7,2-2,0.742 / 0.742 /  8,1.006 / 1.267 /  5,1.383 / 1.682 /  6,0.742 / 0.742 /  5,1.092 / 1.092 /  7
8,2-3,0.824 / 0.824 /  7,0.866 / 1.080 /  6,0.833 / 0.888 /  7,1.003 / 1.347 /  7,0.824 / 0.824 /  5
9,2-4,0.940 / 0.940 /  6,1.005 / 1.005 /  6,1.023 / 1.324 /  9,1.114 / 1.388 /  7,1.004 / 1.324 /  6
10,2-5,0.973 / 1.003 /  6,0.975 / 1.003 /  5,0.967 / 0.967 /  4,0.967 / 0.967 /  2,0.967 / 0.967 /  6
11,2-6,0.969 / 1.319 /  8,1.095 / 1.319 /  9,0.919 / 0.919 /  9,1.255 / 1.338 / 10,1.153 / 1.738 /  7
12,2-7,0.740 / 0.740 /  6,0.807 / 0.896 /  7,0.740 / 0.740 /  5,0.980 / 1.077 /  7,0.908 / 1.077 /  8
13,2-8,1.043 / 1.043 /  9,1.181 / 1.515 /  8,1.090 / 1.418 /  8,1.216 / 1.406 /  7,1.376 / 1.376 /  5
14,2-9,0.892 / 0.892 /  9,1.130 / 1.130 /  8,1.570 / 2.017 /  6,0.892 / 0.892 /  7,1.436 / 1.688 /  3
