,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.074 / 1.201 / 99 / 99,1.620 / 1.627 / 99 / 99,1.622 / 1.627 / 99 / 99,1.086 / 1.201 / 99 / 99
1,1-1,1.314 / 1.724 / 99 / 99,1.428 / 1.930 / 99 / 99,1.269 / 1.930 / 99 / 99,1.421 / 1.724 / 99 / 99
2,1-2,1.001 / 1.125 / 99 / 99,1.695 / 1.769 / 99 / 99,1.708 / 1.769 / 99 / 99,1.040 / 1.125 / 99 / 99
3,1-3,1.171 / 1.444 / 99 / 99,1.344 / 1.735 / 99 / 99,1.604 / 1.982 / 99 / 99,1.148 / 1.444 / 99 / 99
4,1-4,1.398 / 1.729 / 99 / 99,1.321 / 2.054 / 99 / 99,1.560 / 2.057 / 99 / 99,1.386 / 1.919 / 99 / 99
5,2-0,1.000 / 1.968 / 36 / 36,1.005 / 1.516 / 66 / 66,0.907 / 1.240 / 59 / 59,1.070 / 1.240 / 45 / 45
6,2-1,0.637 / 0.637 / 23 / 23,0.719 / 1.246 / 35 / 35,0.684 / 0.962 / 41 / 41,0.668 / 0.962 / 42 / 42
7,2-2,1.691 / 1.773 / 55 / 55,1.394 / 1.518 / 56 / 56,1.417 / 1.518 / 22 / 22,0.958 / 0.958 / 52 / 52
8,2-3,0.908 / 0.908 / 60 / 60,1.339 / 1.366 / 29 / 29,1.352 / 1.366 / 12 / 12,0.908 / 0.908 / 57 / 57
9,2-4,1.012 / 1.639 / 63 / 63,0.896 / 0.896 / 29 / 29,1.060 / 1.276 / 25 / 25,1.026 / 1.639 / 26 / 26
10,2-5,1.151 / 1.151 / 51 / 51,0.890 / 0.890 / 55 / 55,0.890 / 0.890 / 51 / 51,1.363 / 1.463 / 28 / 28
11,2-6,1.933 / 1.933 / 41 / 41,1.134 / 1.188 / 35 / 35,1.107 / 1.188 / 47 / 47,1.933 / 1.933 / 71 / 71
12,2-7,0.783 / 1.979 / 73 / 73,1.011 / 1.583 / 49 / 49,0.958 / 1.264 / 41 / 41,0.924 / 2.118 / 46 / 46
13,2-8,0.680 / 0.891 / 28 / 28,0.801 / 1.129 / 67 / 67,0.634 / 0.634 / 21 / 21,0.709 / 0.891 / 38 / 38
14,2-9,1.259 / 1.285 / 53 / 53,1.081 / 1.285 / 80 / 80,1.059 / 1.285 / 36 / 36,0.997 / 1.285 / 50 / 50
