,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.101 / 1.302 /  9,1.000 / 1.000 /  9,1.067 / 1.302 /  9,1.313 / 1.548 /  9,1.646 / 1.646 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,1.031 / 1.059 /  9,0.969 / 1.103 /  9,1.072 / 1.072 /  9,1.060 / 1.815 /  9
3,1-3,1.482 / 1.551 /  9,1.657 / 1.657 /  9,2.173 / 2.200 /  9,1.505 / 1.551 /  9,1.605 / 1.605 /  9
4,1-4,1.643 / 2.043 /  9,2.421 / 2.421 /  9,2.382 / 2.928 /  9,1.576 / 2.043 /  9,1.443 / 1.443 /  9
5,2-0,1.053 / 1.110 /  5,1.039 / 1.039 /  5,1.046 / 1.110 / 10,1.094 / 1.406 /  8,1.066 / 1.238 / 10
6,2-1,1.402 / 1.402 /  9,1.402 / 1.402 /  8,1.423 / 1.543 /  7,1.402 / 1.402 /  4,1.402 / 1.402 / 10
7,2-2,2.375 / 2.375 /  7,2.434 / 2.727 /  6,2.410 / 2.727 / 10,0.984 / 1.251 /  8,0.946 / 1.251 /  7
8,2-3,0.889 / 0.889 /  5,0.889 / 0.889 /  2,0.928 / 1.239 /  9,0.889 / 0.889 / 10,0.947 / 1.239 /  6
9,2-4,1.124 / 1.685 /  6,0.992 / 0.992 /  9,0.932 / 1.685 /  7,1.161 / 1.685 / 10,1.090 / 1.090 /  7
10,2-5,1.113 / 1.343 /  7,0.941 / 0.941 /  8,1.056 / 1.343 /  7,1.041 / 1.343 /  8,0.941 / 0.941 /  8
11,2-6,1.346 / 1.346 /  8,1.332 / 1.346 /  7,1.301 / 1.346 /  9,1.321 / 1.346 /  4,1.365 / 1.614 /  9
12,2-7,0.919 / 0.919 /  7,0.919 / 0.919 /  4,1.424 / 1.838 /  9,1.498 / 1.713 /  7,1.062 / 1.311 /  8
13,2-8,1.161 / 1.440 /  7,1.169 / 1.440 /  6,1.195 / 1.436 /  4,1.359 / 1.465 /  6,1.900 / 2.074 /  7
14,2-9,0.889 / 0.889 /  5,0.926 / 1.264 / 10,1.178 / 1.178 /  4,1.293 / 1.293 /  7,0.889 / 0.889 /  6
