,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.043 / 1.281 /  9,1.079 / 1.109 /  9,1.115 / 1.422 /  9,0.991 / 1.241 /  9,0.881 / 1.457 /  9
1,1-1,1.699 / 1.699 /  9,1.842 / 1.852 /  9,1.837 / 2.259 /  9,1.623 / 1.699 /  9,2.184 / 2.415 /  9
2,1-2,1.000 / 1.000 /  9,1.043 / 1.391 /  9,1.472 / 1.472 /  9,1.130 / 1.391 /  9,1.087 / 1.391 /  9
3,1-3,1.370 / 1.370 /  9,1.599 / 2.169 /  9,2.163 / 2.190 /  9,1.535 / 2.084 /  9,2.033 / 2.493 /  9
4,1-4,1.933 / 1.933 /  9,2.101 / 2.307 /  9,2.459 / 2.459 /  9,1.971 / 2.231 /  9,2.455 / 2.602 /  9
5,2-0,0.890 / 0.890 /  8,0.890 / 0.890 /  7,0.890 / 0.890 /  9,0.890 / 0.890 /  8,2.097 / 2.097 /  9
6,2-1,1.192 / 1.458 /  7,1.147 / 1.147 /  5,0.909 / 0.909 /  9,1.147 / 1.147 /  9,1.371 / 1.911 /  9
7,2-2,0.926 / 1.210 /  9,0.891 / 0.891 /  7,1.166 / 1.390 / 10,0.891 / 0.891 /  3,1.278 / 1.518 /  8
8,2-3,0.891 / 0.891 /  9,0.891 / 0.891 /  8,0.891 / 0.891 /  6,1.021 / 2.057 /  9,0.891 / 0.891 /  6
9,2-4,1.158 / 1.331 /  5,1.078 / 1.331 /  8,1.248 / 1.501 /  8,1.075 / 1.334 /  9,1.300 / 1.535 /  9
10,2-5,1.056 / 1.100 /  6,1.107 / 1.420 /  8,1.275 / 1.672 /  8,1.161 / 1.420 /  6,1.253 / 1.253 /  1
11,2-6,1.169 / 1.169 /  8,1.269 / 1.518 /  7,1.169 / 1.169 / 10,1.169 / 1.169 /  5,0.976 / 0.976 /  6
12,2-7,1.136 / 1.136 /  8,1.172 / 1.200 /  7,0.889 / 0.889 /  8,1.061 / 1.136 /  4,0.967 / 1.075 /  7
13,2-8,1.167 / 1.447 /  8,1.232 / 1.444 / 10,1.667 / 1.994 /  8,1.074 / 1.074 / 11,1.598 / 1.598 /  5
14,2-9,1.142 / 1.142 /  8,1.157 / 1.207 /  9,0.894 / 0.894 /  5,1.142 / 1.142 /  7,0.968 / 1.081 /  8
