,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.048 / 1.115 / 99 / 99,1.059 / 1.409 / 99 / 99,1.305 / 1.311 / 99 / 99,1.362 / 1.535 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.028 / 1.559 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.528 / 2.078 / 99 / 99,1.985 / 2.835 / 99 / 99,2.513 / 2.876 / 99 / 99,1.443 / 2.120 / 99 / 99
3,1-3,1.663 / 2.073 / 99 / 99,1.943 / 2.448 / 99 / 99,2.891 / 3.295 / 99 / 99,1.665 / 2.132 / 99 / 99
4,1-4,1.093 / 1.504 / 99 / 99,1.126 / 1.563 / 99 / 99,1.309 / 1.560 / 99 / 99,1.337 / 1.642 / 99 / 99
5,2-0,1.078 / 1.343 / 36 / 36,1.120 / 1.343 / 43 / 43,0.719 / 0.943 / 65 / 65,1.177 / 1.352 / 43 / 43
6,2-1,0.891 / 0.891 / 48 / 48,1.395 / 1.452 / 60 / 60,49.631 / 1085.842 / 45 / 45,0.891 / 0.891 / 45 / 45
7,2-2,1.092 / 1.462 / 47 / 47,1.410 / 1.859 / 37 / 37,1.439 / 1.825 / 43 / 43,1.044 / 1.445 / 39 / 39
8,2-3,0.877 / 0.877 / 32 / 32,0.877 / 0.877 / 34 / 34,1.095 / 1.095 / 60 / 60,1.095 / 1.095 / 34 / 34
9,2-4,1.262 / 1.311 / 52 / 52,1.353 / 1.554 / 63 / 63,1.274 / 1.425 / 51 / 51,0.891 / 0.891 / 54 / 54
10,2-5,1.127 / 1.381 / 51 / 51,1.052 / 1.560 / 44 / 44,1.455 / 1.790 / 58 / 58,1.005 / 1.404 / 40 / 40
11,2-6,0.973 / 1.415 / 49 / 49,1.466 / 1.947 / 46 / 46,1.444 / 1.911 / 55 / 55,1.128 / 1.458 / 59 / 59
12,2-7,1.483 / 1.886 / 70 / 70,1.276 / 1.783 / 45 / 45,154.507 / 3286.455 / 79 / 79,1.116 / 1.279 / 53 / 53
13,2-8,1.387 / 1.541 / 44 / 44,1.393 / 1.524 / 48 / 48,1.496 / 1.738 / 52 / 52,1.405 / 1.524 / 44 / 44
14,2-9,1.527 / 1.629 / 27 / 27,1.555 / 1.798 / 61 / 61,1.511 / 1.633 / 46 / 46,1.493 / 1.493 / 56 / 56
