,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.908 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.151 / 1.478 /  9,1.267 / 1.413 /  4
1,1-1,1.600 / 1.956 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.765 / 1.869 /  9,174.524 / 864.948 /  5
2,1-2,1.000 / 1.000 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.358 / 1.664 /  9,1.044 / 1.399 /  9
3,1-3,1.469 / 1.770 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.725 / 2.270 /  9,1.748 / 1.910 /  9
4,1-4,1.050 / 1.273 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.000 / 1.000 /  9,286.295 / 811.052 /  6
5,2-0,0.888 / 0.888 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.128 / 1.128 /  6,0.888 / 0.888 /  9
6,2-1,1.176 / 1.326 /  7,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.116 / 1.116 /  8,89.020 / 175.564 /  2
7,2-2,1.236 / 1.728 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.238 / 1.728 /  9,1.150 / 1.531 /  8
8,2-3,0.942 / 1.337 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.337 / 1.337 / 11,207.762 / 925.290 /  5
9,2-4,1.808 / 1.808 /  5,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.808 / 1.808 / 10,2.557 / 4.035 /  8
10,2-5,1.668 / 1.930 /  8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.687 / 1.930 /  9,2.160 / 2.905 /  6
11,2-6,0.937 / 1.038 /  4,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.934 / 1.111 /  7,0.887 / 0.887 /  1
12,2-7,0.888 / 0.888 /  6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.187 / 1.513 /  8,0.888 / 0.888 /  7
13,2-8,1.023 / 1.709 /  9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.395 / 1.709 /  6,1252.003 / 3316.136 /  8
14,2-9,1.789 / 1.789 /  3,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.792 / 1.810 /  8,625.189 / 1369.847 /  5
