,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.564 / 1.577 /  9,1.564 / 1.577 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.043 / 1.386 /  9,1.547 / 2.028 /  9,1.562 / 2.018 /  9,1.000 / 1.000 /  9,1.043 / 1.386 /  9
2,1-2,1.022 / 1.195 /  9,1.200 / 1.200 /  9,1.200 / 1.200 /  9,1.018 / 1.163 /  9,1.588 / 1.588 /  9
3,1-3,1.000 / 1.000 /  9,1.461 / 1.461 /  9,1.461 / 1.461 /  9,1.000 / 1.000 /  9,1.190 / 1.213 /  9
4,1-4,1.000 / 1.000 /  9,2.120 / 2.132 /  9,2.162 / 2.409 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
5,2-0,0.973 / 1.229 /  8,1.014 / 1.229 /  9,0.887 / 0.887 /  6,0.887 / 0.887 /  8,0.887 / 0.887 / 10
6,2-1,0.907 / 1.040 /  8,1.211 / 1.211 /  7,1.279 / 1.514 /  8,1.472 / 1.648 /  6,1.101 / 1.344 /  5
7,2-2,0.893 / 0.893 /  9,1.179 / 1.231 /  7,1.262 / 1.469 /  8,1.115 / 1.231 /  5,0.893 / 0.893 / 10
8,2-3,1.198 / 1.539 /  7,0.813 / 1.059 /  8,0.731 / 0.731 /  5,0.866 / 0.866 /  6,1.393 / 1.617 / 11
9,2-4,1.530 / 1.870 /  8,1.308 / 1.308 /  5,1.408 / 1.705 /  8,1.473 / 1.473 /  7,1.507 / 1.507 /  5
10,2-5,0.980 / 1.330 /  8,0.930 / 0.930 /  9,1.079 / 1.403 /  9,1.199 / 1.456 /  8,1.420 / 1.856 /  7
11,2-6,0.681 / 0.681 /  6,0.895 / 0.895 /  5,0.895 / 0.895 /  6,0.726 / 0.951 /  6,0.827 / 0.827 /  5
12,2-7,0.894 / 0.894 /  5,1.441 / 1.441 /  9,1.460 / 1.573 /  7,0.894 / 0.894 /  8,1.642 / 1.756 / 11
13,2-8,1.476 / 2.051 /  7,0.894 / 0.894 /  7,0.894 / 0.894 /  9,1.095 / 1.427 / 10,1.700 / 1.879 /  8
14,2-9,0.649 / 0.649 /  6,0.649 / 0.649 /  3,0.743 / 0.978 /  7,0.744 / 1.015 /  9,0.914 / 1.015 /  6
