,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.246 / 1.626 /  9,1.045 / 1.401 /  9,1.045 / 1.401 /  9,1.000 / 1.000 /  9
1,1-1,0.851 / 1.000 /  9,0.840 / 1.063 /  9,0.826 / 1.063 /  9,0.854 / 1.472 /  9,0.858 / 1.511 /  9
2,1-2,1.348 / 1.363 /  9,2.092 / 2.371 /  9,1.694 / 1.957 /  9,1.374 / 1.429 /  9,1.431 / 1.543 /  9
3,1-3,1.053 / 1.312 /  9,1.040 / 1.360 /  9,1.065 / 1.581 /  9,1.061 / 1.312 /  9,1.416 / 1.535 /  9
4,1-4,1.417 / 1.417 /  9,1.459 / 1.801 /  9,1.459 / 1.801 /  9,1.533 / 2.078 /  9,1.417 / 1.417 /  9
5,2-0,1.209 / 1.209 / 10,1.210 / 1.214 /  6,1.209 / 1.210 /  7,1.209 / 1.209 /  7,0.852 / 0.852 /  6
6,2-1,0.892 / 0.892 /  8,0.892 / 0.892 /  8,0.892 / 0.892 /  5,1.009 / 1.225 /  8,1.671 / 1.671 /  6
7,2-2,0.748 / 0.919 /  6,0.816 / 1.533 /  8,0.714 / 0.714 /  4,0.714 / 0.714 /  3,0.827 / 1.392 /  6
8,2-3,1.277 / 1.505 /  7,1.257 / 1.505 / 10,2.010 / 2.214 /  7,1.185 / 1.185 /  7,1.024 / 1.024 / 12
9,2-4,1.437 / 1.437 /  4,1.437 / 1.437 /  3,1.488 / 1.589 /  6,1.437 / 1.437 /  7,1.692 / 1.804 /  4
10,2-5,0.964 / 0.964 /  5,1.426 / 1.463 /  6,1.438 / 1.463 /  9,1.042 / 1.236 /  7,1.099 / 1.236 /  5
11,2-6,0.847 / 0.847 / 11,1.365 / 1.365 /  7,1.421 / 1.591 /  8,0.847 / 0.847 /  5,1.711 / 1.711 /  4
12,2-7,0.977 / 1.258 /  7,1.620 / 1.708 /  7,1.212 / 1.212 /  7,0.969 / 1.124 /  8,0.968 / 1.049 /  5
13,2-8,1.852 / 2.039 /  7,1.843 / 1.953 /  6,1.874 / 1.953 /  5,1.843 / 1.953 /  6,1.305 / 1.453 /  8
14,2-9,2.321 / 2.321 /  5,2.321 / 2.321 / 10,2.321 / 2.321 /  5,2.410 / 2.677 / 12,1.096 / 2.524 /  8
