5.87292,3.32964
7.87146,6.22171
6.93959,5.33511
5.52471,4.33424
16.4712,12.5353
7.65272,5.26995
10.1635,7.45913
6.60947,5.15641
10.5913,8.8432
8.53299,4.52238
7.2679,5.23927
8.54056,4.81647
8.65797,7.93829
7.42428,5.90734
9.4673,7.85409
10.8197,9.45978
5.75266,3.54603
8.25945,7.6472
7.49077,6.77099
6.25197,4.57209
9.92366,5.51878
8.48422,6.16896
5.71126,4.62151
7.30027,5.90543
8.5144,6.94696
8.28205,6.58477
4.36153,3.18054
8.38687,5.12077
10.5594,6.67757
5.82107,3.62962
5.35353,3.21831
13.4699,10.6952
7.8051,4.24301
8.43279,6.77948
4.90341,3.04335
5.72438,4.7159
9.83752,6.64872
4.18208,3.34016
6.17021,4.50209
6.69148,4.89078
7.80066,5.48097
5.67129,4.52953
5.52316,4.1063
9.41,7.57683
8.19618,5.71977
4.903,3.47377
7.12568,5.22823
7.30113,4.02586
7.17581,6.30228
8.40148,6.49255
