6.89711,4.35649
10.5402,6.38761
8.4563,4.57115
3.65826,2.39874
6.08698,4.30645
9.75221,4.38318
7.87571,3.85846
5.41911,2.33115
7.38637,4.88587
6.52423,3.76346
7.2966,5.84774
7.98963,5.87487
6.06685,2.09434
8.2344,4.73505
5.72506,2.04774
5.38456,2.11718
5.28448,3.40794
5.88832,5.15086
6.63889,4.91327
5.96642,4.51476
5.84435,3.57342
6.3421,3.54351
5.88405,2.1555
8.68745,6.18708
7.47598,4.94841
7.02564,3.80218
6.30371,3.22467
8.8118,5.3518
6.40354,3.92311
10.6165,5.28928
6.03891,3.37208
6.72412,4.0117
6.06641,4.32169
8.25638,5.5297
5.07017,2.80917
7.08455,3.10389
5.11888,2.69437
8.60981,6.57587
5.47708,2.63408
9.32743,3.65041
9.54475,6.22977
8.11286,4.93718
8.41541,7.91417
6.82994,4.12299
7.14345,2.91253
8.91124,4.06969
6.43189,2.57622
7.14342,5.08645
5.29799,3.44155
7.59818,5.72856
