7.46136,6.98996
6.60894,4.92727
6.72378,4.09202
4.70606,2.08585
6.58242,3.59876
8.45922,6.54002
6.44279,2.63118
6.90961,2.92946
6.78385,3.00462
5.25529,3.52847
7.44976,5.6599
8.50916,6.63279
8.22057,5.23797
6.72544,4.04697
11.8286,8.36671
12.8705,12.4772
7.92756,4.2931
4.72348,2.41823
6.8955,3.81357
7.33656,5.31111
7.6209,4.83788
7.48862,4.46062
6.38811,3.0444
8.60998,4.60476
4.86241,2.08432
8.75782,5.01188
9.93013,7.7132
5.94652,2.90962
4.87341,3.43148
5.74956,3.25129
8.43913,7.00684
8.20182,4.66739
5.32564,3.50875
7.91269,7.22017
9.67666,5.46321
12.0141,6.07784
6.42445,3.40683
5.26079,2.94916
4.86119,3.41905
5.47043,2.85961
6.63836,5.19989
4.65027,2.23991
8.69937,5.41046
5.21887,2.41453
6.37705,4.89201
8.50194,8.40121
6.82998,5.20208
6.85921,5.6373
8.17945,5.77801
8.43059,5.53152
